trait,chr,block_id,candidate,delta,r2,m
Asthma,22,17,MELD_lambda1_afproj,0.001,0.944870486846108,90
Asthma,22,17,EUR,0.001,0.946236530715035,90
Asthma,22,17,EAS,0.001,0.868070755886233,90
Asthma,22,17,AFR,0.001,0.784776217900621,90
Asthma,22,17,CSA,0.001,0.944595974669885,90
Asthma,22,17,AMR,0.001,0.936480194486067,90
Asthma,22,17,MELD_lambda0_afproj,0.01,0.951891142648539,90
Asthma,22,17,MELD_lambda0_reportN,0.01,0.952073972028654,90
Asthma,22,17,MELD_lambda0_equal,0.01,0.947897302408861,90
Asthma,22,17,MELD_lambda1_afproj,0.01,0.948695243358128,90
Asthma,22,17,EUR,0.01,0.947137585390157,90
Asthma,22,17,EAS,0.01,0.900061779761604,90
Asthma,22,17,AFR,0.01,0.795000630589276,90
Asthma,22,17,CSA,0.01,0.960999376401741,90
Asthma,22,17,AMR,0.01,0.936075889411525,90
Asthma,22,17,MELD_lambda0_afproj,0.1,0.950664329773186,90
Asthma,22,17,MELD_lambda0_reportN,0.1,0.950380033768696,90
Asthma,22,17,MELD_lambda0_equal,0.1,0.940025857938521,90
Asthma,22,17,MELD_lambda1_afproj,0.1,0.947616892164622,90
Asthma,22,17,EUR,0.1,0.945988664711461,90
Asthma,22,17,EAS,0.1,0.918597292435137,90
Asthma,22,17,AFR,0.1,0.78394692962971,90
Asthma,22,17,CSA,0.1,0.951387845625191,90
Asthma,22,17,AMR,0.1,0.933979722056539,90
Asthma,22,19,MELD_lambda0_afproj,0.001,0.920620123893739,218
Asthma,22,19,MELD_lambda0_reportN,0.001,0.921341486901192,218
Asthma,22,19,MELD_lambda0_equal,0.001,0.897117625226525,218
Asthma,22,19,MELD_lambda1_afproj,0.001,0.911191751145491,218
Asthma,22,19,EUR,0.001,0.911495033423876,218
Asthma,22,19,EAS,0.001,0.73833016465487,218
Asthma,22,19,AFR,0.001,0.71384107156207,218
Asthma,22,19,CSA,0.001,0.856155313257473,218
Asthma,22,19,AMR,0.001,0.74401371546036,218
Asthma,22,19,MELD_lambda0_afproj,0.01,0.943247361858904,218
Asthma,22,19,MELD_lambda0_reportN,0.01,0.943136639458603,218
Asthma,22,19,MELD_lambda0_equal,0.01,0.904931942155114,218
Asthma,22,19,MELD_lambda1_afproj,0.01,0.940319992420841,218
Asthma,22,19,EUR,0.01,0.943107028617696,218
Asthma,22,19,EAS,0.01,0.828687657060479,218
Asthma,22,19,AFR,0.01,0.7264966987202,218
Asthma,22,19,CSA,0.01,0.904047998461314,218
Asthma,22,19,AMR,0.01,0.801167740250834,218
Asthma,22,19,MELD_lambda0_afproj,0.1,0.926952970283951,218
Asthma,22,19,MELD_lambda0_reportN,0.1,0.92661616165225,218
Asthma,22,19,MELD_lambda0_equal,0.1,0.883889392328833,218
Asthma,22,19,MELD_lambda1_afproj,0.1,0.924837118282024,218
Asthma,22,19,EUR,0.1,0.91566516185423,218
Asthma,22,19,EAS,0.1,0.811899110274419,218
Asthma,22,19,AFR,0.1,0.702617552398051,218
Asthma,22,19,CSA,0.1,0.885220855979906,218
Asthma,22,19,AMR,0.1,0.802365075811916,218
Asthma,22,20,MELD_lambda0_afproj,0.001,0.983758737772571,110
Asthma,22,20,MELD_lambda0_reportN,0.001,0.98331217190064,110
Asthma,22,20,MELD_lambda0_equal,0.001,0.975311461005917,110
Asthma,22,20,MELD_lambda1_afproj,0.001,0.982283085488258,110
Asthma,22,20,EUR,0.001,0.978537470530397,110
Asthma,22,20,EAS,0.001,0.960304645633203,110
Asthma,22,20,AFR,0.001,0.899296551044868,110
Asthma,22,20,CSA,0.001,0.972372956229932,110
Asthma,22,20,AMR,0.001,0.978039610157151,110
Asthma,22,20,MELD_lambda0_afproj,0.01,0.984046081737787,110
Asthma,22,20,MELD_lambda0_reportN,0.01,0.983726946332117,110
Asthma,22,20,MELD_lambda0_equal,0.01,0.973111026345696,110
Asthma,22,20,MELD_lambda1_afproj,0.01,0.982943473586098,110
Asthma,22,20,EUR,0.01,0.984298786423241,110
