chr,block_id,afr_treatment,w_eur,af_bin,m_bin,af_bin_lo,af_bin_hi,r2_l0,r2_l1,diff
22,14,original,0.75,3,356,0.272750917992656,0.712548085329603,0.953593132959462,0.952578442011587,-0.00101469094787543
22,14,original,0.5,1,357,9.63154945362588e-05,0.110985312117503,0.712174035447141,0.725977811149684,0.0138037757025428
22,14,original,0.5,2,356,0.110985312117503,0.272750917992656,0.682103716273512,0.678716577399445,-0.00338713887406761
22,14,original,0.5,3,356,0.272750917992656,0.712548085329603,0.897289217622165,0.898547712758517,0.00125849513635279
22,14,original,0.25,1,357,9.63154945362588e-05,0.110985312117503,0.66873726889296,0.680701599269181,0.0119643303762209
22,14,original,0.25,2,356,0.110985312117503,0.272750917992656,0.696173668962151,0.699984470810951,0.00381080184879934
22,14,original,0.25,3,356,0.272750917992656,0.712548085329603,0.828659484996805,0.838744322277997,0.0100848372811915
22,14,corrected,0.75,1,357,8.08086999158908e-05,0.0931166768665851,0.783856645038632,0.793255566113958,0.00939892107532603
22,14,corrected,0.75,2,356,0.0931166768665851,0.228838020195838,0.674839177446569,0.670522872538342,-0.00431630490822699
22,14,corrected,0.75,3,356,0.228838020195838,0.597827843591537,0.954742723403541,0.953936966306785,-0.000805757096755455
22,14,corrected,0.5,1,357,8.08086999158908e-05,0.0931166768665851,0.714738692663018,0.72663542205742,0.0118967293944012
22,14,corrected,0.5,2,356,0.0931166768665851,0.228838020195838,0.667912463629062,0.665978564890747,-0.00193389873831462
22,14,corrected,0.5,3,356,0.228838020195838,0.597827843591537,0.901237898472943,0.901425069553458,0.000187171080515691
22,14,corrected,0.25,1,357,8.08086999158908e-05,0.0931166768665851,0.672501463326524,0.682660083696969,0.0101586203704449
22,14,corrected,0.25,2,356,0.0931166768665851,0.228838020195838,0.68580928589852,0.68920555236925,0.00339626647073088
22,14,corrected,0.25,3,356,0.228838020195838,0.597827843591537,0.83745546317057,0.842325488912868,0.00487002574229822
22,15,original,0.75,1,237,0.000512545899632788,0.0931970187095646,0.940628177930373,0.94375027784311,0.00312209991273704
22,15,original,0.75,2,236,0.0931970187095646,0.230281591482208,0.910537868637098,0.913141221111045,0.0026033524739465
22,15,original,0.75,3,236,0.230281591482208,0.718878956111208,0.927078544080382,0.918086998662679,-0.0089915454177032
22,15,original,0.5,1,237,0.000512545899632788,0.0931970187095646,0.859407401717021,0.863422298594496,0.00401489687747469
22,15,original,0.5,2,236,0.0931970187095646,0.230281591482208,0.775042296451045,0.781565401242501,0.0065231047914559
22,15,original,0.5,3,236,0.230281591482208,0.718878956111208,0.871258525282008,0.866949216266093,-0.00430930901591597
22,15,original,0.25,1,237,0.000512545899632788,0.0931970187095646,0.760385308563955,0.760473113681705,8.78051177497508e-05
22,15,original,0.25,2,236,0.0931970187095646,0.230281591482208,0.61552907841392,0.624631071862297,0.00910199344837615
22,15,original,0.25,3,236,0.230281591482208,0.718878956111208,0.813105533068173,0.818002688878593,0.00489715581042061
22,15,corrected,0.75,1,237,0.000430026009791917,0.0781922986973247,0.940763057181987,0.943828928988543,0.00306587180655638
22,15,corrected,0.75,2,236,0.0781922986973247,0.193206255253573,0.911682779061408,0.914169096756955,0.00248631769554675
22,15,corrected,0.75,3,236,0.193206255253573,0.603139444177304,0.930960636764557,0.923180922479314,-0.00777971428524293
22,15,corrected,0.5,1,237,0.000430026009791917,0.0781922986973247,0.856743425764571,0.861299282451544,0.00455585668697289
22,15,corrected,0.5,2,236,0.0781922986973247,0.193206255253573,0.776641889600946,0.782315559990147,0.0056736703892013
22,15,corrected,0.5,3,236,0.193206255253573,0.603139444177304,0.877596394086994,0.872444865066089,-0.00515152902090488
22,15,corrected,0.25,1,237,0.000430026009791917,0.0781922986973247,0.753463485748426,0.755849313189578,0.00238582744115257
22,15,corrected,0.25,2,236,0.0781922986973247,0.193206255253573,0.615629100816815,0.622457165062868,0.00682806424605309
22,15,corrected,0.25,3,236,0.193206255253573,0.603139444177304,0.819683075080493,0.821008400248618,0.00132532516812522
22,16,original,0.75,1,139,0.000868814478055605,0.100367561345224,0.924310227197027,0.928289909634222,0.00397968243719538
22,16,original,0.75,2,139,0.100367561345224,0.23225851034844,0.914669615462332,0.911797094478988,-0.00287252098334345
22,16,original,0.75,3,139,0.23225851034844,0.710384245497465,0.902947784935944,0.927275564828943,0.0243277798929991
22,16,original,0.5,1,139,0.000868814478055605,0.100367561345224,0.805341698396347,0.816889939148569,0.0115482407522221
22,16,original,0.5,2,139,0.100367561345224,0.23225851034844,0.820220551128999,0.807268988069909,-0.0129515630590901
22,16,original,0.5,3,139,0.23225851034844,0.710384245497465,0.788674861992857,0.830260187555584,0.0415853255627266
22,16,original,0.25,1,139,0.000868814478055605,0.100367561345224,0.644826896219614,0.657930650118973,0.0131037538993591
22,16,original,0.25,2,139,0.100367561345224,0.23225851034844,0.669099004581198,0.648771266848781,-0.0203277377324175
22,16,original,0.25,3,139,0.23225851034844,0.710384245497465,0.736544947089989,0.769217896519647,0.0326729494296585
22,16,corrected,0.75,1,139,0.000728935347088649,0.0842083839686426,0.921211931324197,0.925602128988834,0.00439019766463766
22,16,corrected,0.75,2,139,0.0842083839686426,0.194864890182342,0.913410969296929,0.910632618863056,-0.00277835043387309
22,16,corrected,0.75,3,139,0.194864890182342,0.596012381972373,0.903965930818081,0.927915553047482,0.023949622229401
22,16,corrected,0.5,1,139,0.000728935347088649,0.0842083839686426,0.796400249571954,0.809653322284585,0.0132530727126303
22,16,corrected,0.5,2,139,0.0842083839686426,0.194864890182342,0.819190581463013,0.806408682921025,-0.0127818985419877
22,16,corrected,0.5,3,139,0.194864890182342,0.596012381972373,0.787264390194379,0.829779784958501,0.0425153947641225
22,16,corrected,0.25,1,139,0.000728935347088649,0.0842083839686426,0.631942471987277,0.649002033991181,0.0170595620039041
22,16,corrected,0.25,2,139,0.0842083839686426,0.194864890182342,0.678435179415411,0.657082935953458,-0.0213522434619533
22,16,corrected,0.25,3,139,0.194864890182342,0.596012381972373,0.727164952556643,0.764556382200575,0.0373914296439325
22,17,original,0.75,1,205,0.00278457772337815,0.0895856973302286,0.938397090353584,0.942038600040111,0.00364150968652655
22,17,original,0.75,2,205,0.0895856973302286,0.209034213440578,0.98593266851265,0.989234870180271,0.00330220166762041
22,17,original,0.75,3,205,0.209034213440578,0.705797560762371,0.985255717946216,0.982291326426432,-0.00296439151978445
22,17,original,0.5,1,205,0.00278457772337815,0.0895856973302286,0.916833133617765,0.924080651639863,0.007247518022098
22,17,original,0.5,2,205,0.0895856973302286,0.209034213440578,0.970935032157953,0.973605014589624,0.00266998243167138
22,17,original,0.5,3,205,0.209034213440578,0.705797560762371,0.96356774826885,0.958388632813242,-0.00517911545560834
22,17,original,0.25,1,205,0.00278457772337815,0.0895856973302286,0.902147494167839,0.90904054096622,0.00689304679838043
22,17,original,0.25,2,205,0.0895856973302286,0.209034213440578,0.942857227283874,0.940454018392627,-0.00240320889124701
22,17,original,0.25,3,205,0.209034213440578,0.705797560762371,0.941871124714987,0.94178250201506,-8.86226999272655e-05
22,17,corrected,0.75,1,205,0.00233626070991422,0.0751624000600618,0.937745626031183,0.941282563449402,0.00353693741821959
22,17,corrected,0.75,2,205,0.0751624000600618,0.175379705076645,0.985478547770895,0.989133816429581,0.00365526865868537
22,17,corrected,0.75,3,205,0.175379705076645,0.592164153479629,0.985435904902715,0.984647269054696,-0.000788635848018804
22,17,corrected,0.5,1,205,0.00233626070991422,0.0751624000600618,0.913852292623415,0.922885321566003,0.00903302894258762
22,17,corrected,0.5,2,205,0.0751624000600618,0.175379705076645,0.971099905857288,0.975286450390159,0.00418654453287093
22,17,corrected,0.5,3,205,0.175379705076645,0.592164153479629,0.965359122577047,0.963548162405251,-0.00181096017179527
22,17,corrected,0.25,1,205,0.00233626070991422,0.0751624000600618,0.898070860334308,0.910190497045976,0.0121196367116685
22,17,corrected,0.25,2,205,0.0751624000600618,0.175379705076645,0.948798072735316,0.948997554244615,0.00019948150929916
22,17,corrected,0.25,3,205,0.175379705076645,0.592164153479629,0.947858957906899,0.950009196374255,0.00215023846735551
22,18,original,0.75,1,169,5.91887199452856e-05,0.107568436489314,0.800954343840752,0.819024743851384,0.0180704000106315
22,18,original,0.75,2,169,0.107568436489314,0.229467199976686,0.88318550661448,0.906541716116376,0.0233562095018953
22,18,original,0.75,3,169,0.229467199976686,0.664201564958909,0.932917484316885,0.927302867679373,-0.00561461663751195
22,18,original,0.5,1,169,5.91887199452856e-05,0.107568436489314,0.62356615256243,0.660367636712003,0.0368014841495731
22,18,original,0.5,2,169,0.107568436489314,0.229467199976686,0.771041640661403,0.829212307243405,0.0581706665820023
22,18,original,0.5,3,169,0.229467199976686,0.664201564958909,0.898505323230874,0.886509190212554,-0.01199613301832
22,18,original,0.25,1,169,5.91887199452856e-05,0.107568436489314,0.513393604152685,0.544669081547481,0.0312754773947969
22,18,original,0.25,2,169,0.107568436489314,0.229467199976686,0.697342217477511,0.771567380300098,0.0742251628225875
22,18,original,0.25,3,169,0.229467199976686,0.664201564958909,0.858612221381357,0.849972020296189,-0.0086402010851675
22,18,corrected,0.75,1,169,4.96593360340969e-05,0.0902499182145345,0.794361699066498,0.812574872152037,0.0182131730855389
22,18,corrected,0.75,2,169,0.0902499182145345,0.192522980780439,0.883618107104912,0.907198973259329,0.0235808661544168
22,18,corrected,0.75,3,169,0.192522980780439,0.557265113000525,0.934367736674054,0.930244334310808,-0.00412340236324649
22,18,corrected,0.5,1,169,4.96593360340969e-05,0.0902499182145345,0.609722785966057,0.648772979655198,0.0390501936891404
22,18,corrected,0.5,2,169,0.0902499182145345,0.192522980780439,0.776328853081882,0.835029931156815,0.0587010780749331
22,18,corrected,0.5,3,169,0.192522980780439,0.557265113000525,0.905186181601483,0.89557053763904,-0.00961564396244297
22,18,corrected,0.25,1,169,4.96593360340969e-05,0.0902499182145345,0.505037165296591,0.53933242111553,0.0342952558189393
22,18,corrected,0.25,2,169,0.0902499182145345,0.192522980780439,0.706470057414326,0.787623816918009,0.0811537595036829
22,18,corrected,0.25,3,169,0.192522980780439,0.557265113000525,0.879590709631004,0.869390827269175,-0.0101998823618291
22,19,original,0.75,1,277,3.49711488022153e-05,0.0777261002455787,0.645761032963326,0.630805937879474,-0.014955095083852
22,19,original,0.75,2,276,0.0777261002455787,0.177689499912572,0.679631717721004,0.710658640554723,0.0310269228337186
22,19,original,0.75,3,276,0.177689499912572,0.673969443958734,0.791209538628914,0.781337705055178,-0.00987183357373622
22,19,original,0.5,1,277,3.49711488022153e-05,0.0777261002455787,0.639476400566295,0.618598651098283,-0.0208777494680112
22,19,original,0.5,2,276,0.0777261002455787,0.177689499912572,0.586024997367775,0.631362712100616,0.0453377147328405
22,19,original,0.5,3,276,0.177689499912572,0.673969443958734,0.777625095825096,0.775747284177999,-0.00187781164709655
22,19,original,0.25,1,277,3.49711488022153e-05,0.0777261002455787,0.612037147883968,0.6023750455928,-0.0096621022911676
22,19,original,0.25,2,276,0.0777261002455787,0.177689499912572,0.544725365654355,0.582082722228109,0.0373573565737536
22,19,original,0.25,3,276,0.177689499912572,0.673969443958734,0.793844924544838,0.800355712871087,0.00651078832624874
22,19,corrected,0.75,1,277,2.93407938450618e-05,0.0652121981060406,0.644668744247812,0.631625016280556,-0.0130437279672565
22,19,corrected,0.75,2,276,0.0652121981060406,0.149081490426648,0.675675655286014,0.707667203784861,0.0319915484988473
22,19,corrected,0.75,3,276,0.149081490426648,0.565460363481378,0.788568963769698,0.780557396280111,-0.00801156748958687
22,19,corrected,0.5,1,277,2.93407938450618e-05,0.0652121981060406,0.638176881661891,0.620496125759101,-0.0176807559027901
22,19,corrected,0.5,2,276,0.0652121981060406,0.149081490426648,0.592051934100666,0.638619814685226,0.04656788058456
22,19,corrected,0.5,3,276,0.149081490426648,0.565460363481378,0.777701794529455,0.77516143237353,-0.00254036215592579
22,19,corrected,0.25,1,277,2.93407938450618e-05,0.0652121981060406,0.62045010797091,0.613128154348781,-0.00732195362212873
22,19,corrected,0.25,2,276,0.0652121981060406,0.149081490426648,0.564808350200949,0.605538665623726,0.0407303154227769
22,19,corrected,0.25,3,276,0.149081490426648,0.565460363481378,0.798885739963536,0.801238521576407,0.00235278161287178
22,20,original,0.75,1,257,0,0.0949401119076762,0.847494488633046,0.847960769993465,0.000466281360419041
22,20,original,0.75,2,256,0.0949401119076762,0.214188450778108,0.814538471639543,0.814854600288948,0.000316128649405223
22,20,original,0.75,3,256,0.214188450778108,0.730565876901556,0.919408647140832,0.921550671354732,0.00214202421389942
22,20,original,0.5,1,257,0,0.0949401119076762,0.760658683864125,0.759365895633341,-0.00129278823078405
22,20,original,0.5,2,256,0.0949401119076762,0.214188450778108,0.754224639340107,0.760209337583248,0.00598469824314141
22,20,original,0.5,3,256,0.214188450778108,0.730565876901556,0.864913936631727,0.870858255280363,0.00594431864863543
22,20,original,0.25,1,257,0,0.0949401119076762,0.674978877287685,0.674443150019053,-0.000535727268632158
22,20,original,0.25,2,256,0.0949401119076762,0.214188450778108,0.697898700572632,0.709613363322764,0.0117146627501318
22,20,original,0.25,3,256,0.214188450778108,0.730565876901556,0.826997754544084,0.8433322192654,0.0163344647213165
22,20,corrected,0.75,1,257,0,0.0796547538905403,0.847068729000136,0.847557208053313,0.000488479053177171
22,20,corrected,0.75,2,256,0.0796547538905403,0.179704110202833,0.816352890884176,0.816983861092272,0.000630970208095993
22,20,corrected,0.75,3,256,0.179704110202833,0.612944770720406,0.92209476651092,0.924960320736583,0.00286555422566226
22,20,corrected,0.5,1,257,0,0.0796547538905403,0.76081322980917,0.759411112043832,-0.00140211776533816
22,20,corrected,0.5,2,256,0.0796547538905403,0.179704110202833,0.760394394579288,0.766187148758198,0.00579275417891012
22,20,corrected,0.5,3,256,0.179704110202833,0.612944770720406,0.869136196050858,0.874610381712541,0.00547418566168378
22,20,corrected,0.25,1,257,0,0.0796547538905403,0.683232975368413,0.680072848288372,-0.00316012708004154
22,20,corrected,0.25,2,256,0.0796547538905403,0.179704110202833,0.717717194824488,0.727852655096244,0.0101354602717563
22,20,corrected,0.25,3,256,0.179704110202833,0.612944770720406,0.837443935885309,0.847653720093294,0.0102097842079844
22,21,original,0.75,1,191,0.00143928134289212,0.126786214625946,0.859336972082024,0.865373924697288,0.00603695261526394
22,21,original,0.75,2,190,0.126786214625946,0.266150113656234,0.865259538768387,0.854619939220923,-0.010639599547464
22,21,original,0.75,3,190,0.266150113656234,0.691059407239028,0.942591136510682,0.918635598918467,-0.0239555375922154
22,21,original,0.5,1,191,0.00143928134289212,0.126786214625946,0.726920455633171,0.744202150251842,0.0172816946186712
22,21,original,0.5,2,190,0.126786214625946,0.266150113656234,0.841676293519069,0.828824556877092,-0.0128517366419774
22,21,original,0.5,3,190,0.266150113656234,0.691059407239028,0.897845461933894,0.879731823946202,-0.0181136379876918
22,21,original,0.25,1,191,0.00143928134289212,0.126786214625946,0.627709630637104,0.64308445013829,0.0153748195011852
22,21,original,0.25,2,190,0.126786214625946,0.266150113656234,0.823637456326407,0.81609879840546,-0.00753865792094688
22,21,original,0.25,3,190,0.266150113656234,0.691059407239028,0.869557229555208,0.870780549459158,0.0012233199039503
22,21,corrected,0.75,1,191,0.00120755704668646,0.106373634071168,0.858676134899577,0.865102011579313,0.00642587667973649
22,21,corrected,0.75,2,190,0.106373634071168,0.22329994535758,0.864957608595048,0.857444418342002,-0.00751319025304642
22,21,corrected,0.75,3,190,0.22329994535758,0.579798842673544,0.945458765151076,0.924426863188045,-0.0210319019630315
22,21,corrected,0.5,1,191,0.00120755704668646,0.106373634071168,0.728628524571159,0.747195166271224,0.0185666417000647
22,21,corrected,0.5,2,190,0.106373634071168,0.22329994535758,0.843418272585526,0.833458585923858,-0.0099596866616678
22,21,corrected,0.5,3,190,0.22329994535758,0.579798842673544,0.90330210295957,0.884772752587213,-0.0185293503723563
22,21,corrected,0.25,1,191,0.00120755704668646,0.106373634071168,0.632332336329686,0.651058426595984,0.0187260902662981
22,21,corrected,0.25,2,190,0.106373634071168,0.22329994535758,0.83109231257893,0.823666789119102,-0.0074255234598275
22,21,corrected,0.25,3,190,0.22329994535758,0.579798842673544,0.881646290910627,0.875728701444629,-0.00591758946599763
22,22,original,0.75,1,292,0.000319111732820454,0.0820193652736492,0.46539141542551,0.462837526940349,-0.00255388848516097
22,22,original,0.75,2,291,0.0820193652736492,0.183892507431369,0.530504578101128,0.572979090495225,0.0424745123940968
22,22,original,0.75,3,292,0.183892507431369,0.663250786850848,0.689343087722753,0.746373821463639,0.0570307337408859
22,22,original,0.5,1,292,0.000319111732820454,0.0820193652736492,0.413882342999471,0.402892801267854,-0.0109895417316169
22,22,original,0.5,2,291,0.0820193652736492,0.183892507431369,0.48862799614006,0.54094131112354,0.0523133149834793
22,22,original,0.5,3,292,0.183892507431369,0.663250786850848,0.74081827881434,0.77436031513431,0.0335420363199698
22,22,original,0.25,1,292,0.000319111732820454,0.0820193652736492,0.416619982438353,0.397998150158461,-0.0186218322798917
22,22,original,0.25,2,291,0.0820193652736492,0.183892507431369,0.491572064935307,0.531006863787188,0.0394347988518811
22,22,original,0.25,3,292,0.183892507431369,0.663250786850848,0.755243447014969,0.774992892524672,0.019749445509703
22,22,corrected,0.75,1,292,0.000267734743836345,0.0688142474645917,0.461243092582983,0.460532120006929,-0.000710972576054181
22,22,corrected,0.75,2,291,0.0688142474645917,0.154285813734919,0.520280985218988,0.568343465271182,0.0480624800521933
22,22,corrected,0.75,3,292,0.154285813734919,0.556467410167861,0.686140588286319,0.750491622493859,0.0643510342075406
22,22,corrected,0.5,1,292,0.000267734743836345,0.0688142474645917,0.411542696072726,0.403580853020332,-0.00796184305239373
22,22,corrected,0.5,2,291,0.0688142474645917,0.154285813734919,0.47561229926954,0.536873335543525,0.0612610362739854
22,22,corrected,0.5,3,292,0.154285813734919,0.556467410167861,0.739082056545209,0.779270646714367,0.0401885901691579
22,22,corrected,0.25,1,292,0.000267734743836345,0.0688142474645917,0.424310871498688,0.411429350487093,-0.0128815210115951
22,22,corrected,0.25,2,291,0.0688142474645917,0.154285813734919,0.486793224645953,0.53784488232745,0.0510516576814973
22,22,corrected,0.25,3,292,0.154285813734919,0.556467410167861,0.755758540046959,0.779594618671525,0.0238360786245654
22,23,original,0.75,1,238,0.000337690155621614,0.0759179926560588,0.676213155719992,0.68722236168934,0.0110092059693475
22,23,original,0.75,2,237,0.0759179926560588,0.17905993180626,0.508697267683916,0.509904451765756,0.00120718408184006
22,23,original,0.75,3,237,0.17905993180626,0.638080302500437,0.606171023395974,0.602254549720678,-0.00391647367529591
22,23,original,0.5,1,238,0.000337690155621614,0.0759179926560588,0.577166623873582,0.588979689615146,0.0118130657415636
22,23,original,0.5,2,237,0.0759179926560588,0.17905993180626,0.471851387428143,0.461994374012936,-0.00985701341520689
22,23,original,0.5,3,237,0.17905993180626,0.638080302500437,0.560403959730572,0.553885783701925,-0.00651817602864646
22,23,original,0.25,1,238,0.000337690155621614,0.0759179926560588,0.521132764055103,0.535724506240961,0.0145917421858578
22,23,original,0.25,2,237,0.0759179926560588,0.17905993180626,0.458553135636874,0.443790550787025,-0.0147625848498486
22,23,original,0.25,3,237,0.17905993180626,0.638080302500437,0.575032089391903,0.567069890811284,-0.00796219858061875
22,23,corrected,0.75,1,238,0.000283322040566539,0.0636951958384333,0.672938075931003,0.685428190258097,0.0124901143270947
22,23,corrected,0.75,2,237,0.0636951958384333,0.150231282785452,0.498242471794983,0.504240865800254,0.00599839400527075
22,23,corrected,0.75,3,237,0.150231282785452,0.535349373797867,0.603022342498445,0.604833635041395,0.00181129254295032
22,23,corrected,0.5,1,238,0.000283322040566539,0.0636951958384333,0.574403835000421,0.587126985799834,0.0127231507994127
22,23,corrected,0.5,2,237,0.0636951958384333,0.150231282785452,0.476116050448551,0.470019944026651,-0.00609610642189973
22,23,corrected,0.5,3,237,0.150231282785452,0.535349373797867,0.556384014697728,0.557236106904567,0.000852092206839017
22,23,corrected,0.25,1,238,0.000283322040566539,0.0636951958384333,0.536677373824849,0.551097304626884,0.0144199308020347
22,23,corrected,0.25,2,237,0.0636951958384333,0.150231282785452,0.481085311541653,0.469174906879799,-0.0119104046618539
22,23,corrected,0.25,3,237,0.150231282785452,0.535349373797867,0.574167642036392,0.571219259883601,-0.00294838215279136
22,24,original,0.75,1,184,4.58996328029371e-05,0.102874919857784,0.750239275293171,0.760488946910044,0.0102496716168736
22,24,original,0.75,2,184,0.102874919857784,0.232691831322492,0.835465744902882,0.854009522042232,0.0185437771393495
22,24,original,0.75,3,184,0.232691831322492,0.68483563560063,0.955012207652257,0.969041139381362,0.0140289317291058
22,24,original,0.5,1,184,4.58996328029371e-05,0.102874919857784,0.484388920443774,0.498948593929344,0.0145596734855698
22,24,original,0.5,2,184,0.102874919857784,0.232691831322492,0.823185174054517,0.845656970544148,0.0224717964896314
22,24,original,0.5,3,184,0.232691831322492,0.68483563560063,0.945773286625688,0.961347185109633,0.0155738984839453
22,24,original,0.25,1,184,4.58996328029371e-05,0.102874919857784,0.323810067474519,0.336125524905484,0.0123154574309652
22,24,original,0.25,2,184,0.102874919857784,0.232691831322492,0.827488577144007,0.843273821136114,0.0157852439921069
22,24,original,0.25,3,184,0.232691831322492,0.68483563560063,0.938510444707658,0.95117141168627,0.0126609669786122
22,24,corrected,0.75,1,184,3.85097919216593e-05,0.0863120577606808,0.752165567110805,0.761358996133019,0.00919342902221365
22,24,corrected,0.75,2,184,0.0863120577606808,0.195228446479571,0.833190454741903,0.852794561546374,0.0196041068044709
22,24,corrected,0.75,3,184,0.195228446479571,0.574577098268928,0.954572813261447,0.966816192290537,0.0122433790290895
22,24,corrected,0.5,1,184,3.85097919216593e-05,0.0863120577606808,0.492007060654509,0.505288060998135,0.0132810003436267
22,24,corrected,0.5,2,184,0.0863120577606808,0.195228446479571,0.819843132420271,0.844309626677525,0.0244664942572534
22,24,corrected,0.5,3,184,0.195228446479571,0.574577098268928,0.945761905806084,0.960186750197746,0.0144248443916621
22,24,corrected,0.25,1,184,3.85097919216593e-05,0.0863120577606808,0.335699294583913,0.348546239272551,0.0128469446886381
22,24,corrected,0.25,2,184,0.0863120577606808,0.195228446479571,0.834305915641507,0.8527258256848,0.0184199100432928
22,24,corrected,0.25,3,184,0.195228446479571,0.574577098268928,0.940416269570743,0.951972156068322,0.0115558864975788
