chr,block_id,m,afr_treatment,w_eur,perm,r2
22,14,1069,corrected,0.75,5,0.902603162742603
22,14,1069,corrected,0.75,6,0.901600244186147
22,14,1069,corrected,0.75,7,0.909276914460179
22,14,1069,corrected,0.75,8,0.911552587942743
22,14,1069,corrected,0.75,0,0.915237713334645
22,14,1069,corrected,0.75,-1,0.916283503036524
22,14,1069,corrected,0.5,1,0.780236669946888
22,14,1069,corrected,0.5,2,0.797980464846832
22,14,1069,corrected,0.5,3,0.777137590105454
22,14,1069,corrected,0.5,4,0.783915365355844
22,14,1069,corrected,0.5,5,0.789596203150829
22,14,1069,corrected,0.5,6,0.785996180162533
22,14,1069,corrected,0.5,7,0.79480721006498
22,14,1069,corrected,0.5,8,0.794049433260583
22,14,1069,corrected,0.5,0,0.791068731118618
22,14,1069,corrected,0.5,-1,0.809558606905904
22,14,1069,corrected,0.25,1,0.675015136280342
22,14,1069,corrected,0.25,2,0.689712096298437
22,14,1069,corrected,0.25,3,0.673560844244203
22,14,1069,corrected,0.25,4,0.685757369688
22,14,1069,corrected,0.25,5,0.695280194247935
22,14,1069,corrected,0.25,6,0.684766038632499
22,14,1069,corrected,0.25,7,0.684941710319296
22,14,1069,corrected,0.25,8,0.680641722287188
22,14,1069,corrected,0.25,0,0.671203998266008
22,14,1069,corrected,0.25,-1,0.701473564605697
22,15,709,original,0.75,1,0.950743134956412
22,15,709,original,0.75,2,0.947561723335987
22,15,709,original,0.75,3,0.948981866432938
22,15,709,original,0.75,4,0.952878057218728
22,15,709,original,0.75,5,0.945583427771521
22,15,709,original,0.75,6,0.95308294775331
22,15,709,original,0.75,7,0.943375386430018
22,15,709,original,0.75,8,0.953607662330828
22,15,709,original,0.75,0,0.951985952354586
22,15,709,original,0.75,-1,0.949546004283925
22,15,709,original,0.5,1,0.899880433295359
22,15,709,original,0.5,2,0.89877686509403
22,15,709,original,0.5,3,0.887697956770552
22,15,709,original,0.5,4,0.898654274884036
22,15,709,original,0.5,5,0.891324731206021
22,15,709,original,0.5,6,0.905511815302099
22,15,709,original,0.5,7,0.888917838714609
22,15,709,original,0.5,8,0.904162348304967
22,15,709,original,0.5,0,0.901483930166253
22,15,709,original,0.5,-1,0.897427766685109
22,15,709,original,0.25,1,0.848796898244375
22,15,709,original,0.25,2,0.85180006426751
22,15,709,original,0.25,3,0.8237769408617
22,15,709,original,0.25,4,0.842950588539189
22,15,709,original,0.25,5,0.833955637936112
22,15,709,original,0.25,6,0.85601865522338
22,15,709,original,0.25,7,0.842411652908744
22,15,709,original,0.25,8,0.850376454676818
22,15,709,original,0.25,0,0.84284020178058
22,15,709,original,0.25,-1,0.84758209825796
22,15,709,corrected,0.75,1,0.950669449914519
22,15,709,corrected,0.75,2,0.950520226934778
22,15,709,corrected,0.75,3,0.951674723075656
22,15,709,corrected,0.75,4,0.95212803135889
22,15,709,corrected,0.75,5,0.952982376364719
22,15,709,corrected,0.75,6,0.954272218240898
22,15,709,corrected,0.75,7,0.95684494804531
22,15,709,corrected,0.75,8,0.955611242359892
22,15,709,corrected,0.75,0,0.952741508026182
22,15,709,corrected,0.75,-1,0.951769130672697
22,15,709,corrected,0.5,1,0.902137631844736
22,15,709,corrected,0.5,2,0.900786997203059
22,15,709,corrected,0.5,3,0.902307454499082
22,15,709,corrected,0.5,4,0.903069859742879
22,15,709,corrected,0.5,5,0.902501463254266
22,15,709,corrected,0.5,6,0.907827026722247
22,15,709,corrected,0.5,7,0.907111912307125
22,15,709,corrected,0.5,8,0.90929328864538
22,15,709,corrected,0.5,0,0.903519606000671
22,15,709,corrected,0.5,-1,0.901456711650233
22,15,709,corrected,0.25,1,0.853103026644608
22,15,709,corrected,0.25,2,0.851321287685084
22,15,709,corrected,0.25,3,0.851402147212034
22,15,709,corrected,0.25,4,0.854483798397759
22,15,709,corrected,0.25,5,0.854152879068991
22,15,709,corrected,0.25,6,0.85738522562453
22,15,709,corrected,0.25,7,0.856514240932487
22,15,709,corrected,0.25,8,0.858995070393903
22,15,709,corrected,0.25,0,0.850073006707873
22,15,709,corrected,0.25,-1,0.852288403898759
22,16,417,original,0.75,1,0.963776791755286
22,16,417,original,0.75,2,0.958620768402443
22,16,417,original,0.75,3,0.961550406381099
22,16,417,original,0.75,4,0.958559840445503
22,16,417,original,0.75,5,0.961178748539237
22,16,417,original,0.75,6,0.963646164571627
22,16,417,original,0.75,7,0.961975463799726
22,16,417,original,0.75,8,0.961860407954552
22,16,417,original,0.75,0,0.967738389970799
22,16,417,original,0.75,-1,0.970089285818482
22,16,417,original,0.5,1,0.899696217181051
22,16,417,original,0.5,2,0.890876655668665
22,16,417,original,0.5,3,0.898355726389696
22,16,417,original,0.5,4,0.893162977336668
22,16,417,original,0.5,5,0.90290802145301
22,16,417,original,0.5,6,0.897355515690732
22,16,417,original,0.5,7,0.899885559412279
22,16,417,original,0.5,8,0.898709689208068
22,16,417,original,0.5,0,0.908935620863365
22,16,417,original,0.5,-1,0.915173317871152
22,16,417,original,0.25,1,0.840477013333866
22,16,417,original,0.25,2,0.84008968023172
22,16,417,original,0.25,3,0.847948898766483
22,16,417,original,0.25,4,0.843941277560591
22,16,417,original,0.25,5,0.854624424843156
22,16,417,original,0.25,6,0.843626197692734
22,16,417,original,0.25,7,0.846773123391296
22,16,417,original,0.25,8,0.838512749282011
22,16,417,original,0.25,0,0.848622374483786
22,16,417,original,0.25,-1,0.858595419078114
22,16,417,corrected,0.75,1,0.965988582282573
22,16,417,corrected,0.75,2,0.962599570270794
22,16,417,corrected,0.75,3,0.966222963593878
22,16,417,corrected,0.75,4,0.965125363503872
22,16,417,corrected,0.75,5,0.965303740975401
22,16,417,corrected,0.75,6,0.963457874332694
22,16,417,corrected,0.75,7,0.964470746881347
22,16,417,corrected,0.75,8,0.969105059780065
22,16,417,corrected,0.75,0,0.967924070545032
22,16,417,corrected,0.75,-1,0.970682103642291
22,16,417,corrected,0.5,1,0.908434532023742
22,16,417,corrected,0.5,2,0.904408823194658
22,16,417,corrected,0.5,3,0.91077095500737
22,16,417,corrected,0.5,4,0.901208063073072
22,16,417,corrected,0.5,5,0.910140636256729
22,16,417,corrected,0.5,6,0.904298953877958
22,16,417,corrected,0.5,7,0.902034952545914
22,16,417,corrected,0.5,8,0.910661430289629
22,16,417,corrected,0.5,0,0.911790727961625
22,16,417,corrected,0.5,-1,0.918828914818508
22,16,417,corrected,0.25,1,0.859794671699084
22,16,417,corrected,0.25,2,0.857416043005069
22,16,417,corrected,0.25,3,0.863562229491053
22,16,417,corrected,0.25,4,0.848227675190006
22,16,417,corrected,0.25,5,0.86214697326601
22,16,417,corrected,0.25,6,0.856018328880666
22,16,417,corrected,0.25,7,0.853572485455923
22,16,417,corrected,0.25,8,0.859851291881795
22,16,417,corrected,0.25,0,0.859814945945495
22,16,417,corrected,0.25,-1,0.870070754712096
22,17,615,original,0.75,1,0.969073221736252
22,17,615,original,0.75,2,0.971093582252732
22,17,615,original,0.75,3,0.96226365932807
22,17,615,original,0.75,4,0.956804949444301
22,17,615,original,0.75,5,0.97256445642536
22,17,615,original,0.75,6,0.967435572075932
22,17,615,original,0.75,7,0.962695059747437
22,17,615,original,0.75,8,0.974566245205018
22,17,615,original,0.75,0,0.97946482285842
22,17,615,original,0.75,-1,0.975045147471974
22,17,615,original,0.5,1,0.936147097487192
22,17,615,original,0.5,2,0.941017902690495
22,17,615,original,0.5,3,0.929680363369035
22,17,615,original,0.5,4,0.916366963601732
22,17,615,original,0.5,5,0.940556364274244
22,17,615,original,0.5,6,0.935230200588657
22,17,615,original,0.5,7,0.927608537976442
22,17,615,original,0.5,8,0.947165807916476
22,17,615,original,0.5,0,0.950752161319356
22,17,615,original,0.5,-1,0.941533735745365
22,17,615,original,0.25,1,0.91889057112823
22,17,615,original,0.25,2,0.923565542525659
22,17,615,original,0.25,3,0.920387697006742
22,17,615,original,0.25,4,0.899747861624207
22,17,615,original,0.25,5,0.922721709826618
22,17,615,original,0.25,6,0.921344742690275
22,17,615,original,0.25,7,0.909421577985448
22,17,615,original,0.25,8,0.930579604060416
22,17,615,original,0.25,0,0.921758950924177
22,17,615,original,0.25,-1,0.917496583960975
22,17,615,corrected,0.75,1,0.974491681746914
22,17,615,corrected,0.75,2,0.972072130171899
22,17,615,corrected,0.75,3,0.968158434304499
22,17,615,corrected,0.75,4,0.978094490356019
22,17,615,corrected,0.75,5,0.967726402310706
22,17,615,corrected,0.75,6,0.96589676754044
22,17,615,corrected,0.75,7,0.973391253909597
22,17,615,corrected,0.75,8,0.972668363004492
22,17,615,corrected,0.75,0,0.980046375918379
22,17,615,corrected,0.75,-1,0.976624962415954
22,17,615,corrected,0.5,1,0.94694788463018
22,17,615,corrected,0.5,2,0.944193756408639
22,17,615,corrected,0.5,3,0.935499645511633
22,17,615,corrected,0.5,4,0.953037918785037
22,17,615,corrected,0.5,5,0.940183654079311
22,17,615,corrected,0.5,6,0.935883207317931
22,17,615,corrected,0.5,7,0.939202424828686
22,17,615,corrected,0.5,8,0.944627046502097
22,17,615,corrected,0.5,0,0.955354574934833
22,17,615,corrected,0.5,-1,0.947783179530397
22,17,615,corrected,0.25,1,0.932787494162011
22,17,615,corrected,0.25,2,0.932220045748262
22,17,615,corrected,0.25,3,0.924536829911153
22,17,615,corrected,0.25,4,0.936692557547758
22,17,615,corrected,0.25,5,0.936006239323116
22,17,615,corrected,0.25,6,0.929393118215858
22,17,615,corrected,0.25,7,0.922954070077746
22,17,615,corrected,0.25,8,0.929089210927759
22,17,615,corrected,0.25,0,0.935211531614633
22,17,615,corrected,0.25,-1,0.930084996208854
22,18,507,original,0.75,1,0.942209193020177
22,18,507,original,0.75,2,0.948897126324901
22,18,507,original,0.75,3,0.932322233714434
22,18,507,original,0.75,4,0.937615001129193
22,18,507,original,0.75,5,0.935253373558087
22,18,507,original,0.75,6,0.943504378998389
22,18,507,original,0.75,7,0.927833264572604
22,18,507,original,0.75,8,0.938537584109455
22,18,507,original,0.75,0,0.952649656697525
22,18,507,original,0.75,-1,0.954073695616599
22,18,507,original,0.5,1,0.883560936976454
22,18,507,original,0.5,2,0.890248920927525
22,18,507,original,0.5,3,0.885598631764042
22,18,507,original,0.5,4,0.884395048705629
22,18,507,original,0.5,5,0.882924468945456
22,18,507,original,0.5,6,0.885599018605001
22,18,507,original,0.5,7,0.868422841615967
22,18,507,original,0.5,8,0.883767777199739
22,18,507,original,0.5,0,0.89783908890852
22,18,507,original,0.5,-1,0.904890904082103
22,18,507,original,0.25,1,0.845906679531645
22,18,507,original,0.25,2,0.849352853047103
22,18,507,original,0.25,3,0.864983862495258
22,18,507,original,0.25,4,0.852252400521923
22,18,507,original,0.25,5,0.853925286445137
22,18,507,original,0.25,6,0.850627347569883
22,18,507,original,0.25,7,0.841512493913025
22,18,507,original,0.25,8,0.849424596026825
22,18,507,original,0.25,0,0.8515141510311
22,18,507,original,0.25,-1,0.86700152507688
22,18,507,corrected,0.75,1,0.944761838420823
22,18,507,corrected,0.75,2,0.953549070238622
22,18,507,corrected,0.75,3,0.950393673780322
22,18,507,corrected,0.75,4,0.948246765739247
22,18,507,corrected,0.75,5,0.942980188059165
22,18,507,corrected,0.75,6,0.943871563091748
22,18,507,corrected,0.75,7,0.948809320504433
22,18,507,corrected,0.75,8,0.944588372354036
22,18,507,corrected,0.75,0,0.953249733636717
22,18,507,corrected,0.75,-1,0.955733251778937
22,18,507,corrected,0.5,1,0.89492044301799
22,18,507,corrected,0.5,2,0.908230580681909
22,18,507,corrected,0.5,3,0.899028302975423
22,18,507,corrected,0.5,4,0.898931269831136
22,18,507,corrected,0.5,5,0.891208127122704
22,18,507,corrected,0.5,6,0.896761100875797
22,18,507,corrected,0.5,7,0.904773273124992
22,18,507,corrected,0.5,8,0.888178677385701
22,18,507,corrected,0.5,0,0.902713264032043
22,18,507,corrected,0.5,-1,0.909572426281137
22,18,507,corrected,0.25,1,0.866745898900415
22,18,507,corrected,0.25,2,0.878277576386529
22,18,507,corrected,0.25,3,0.872704244910845
22,18,507,corrected,0.25,4,0.86962407398888
22,18,507,corrected,0.25,5,0.870945956898999
22,18,507,corrected,0.25,6,0.869659382322676
22,18,507,corrected,0.25,7,0.878516109300353
22,18,507,corrected,0.25,8,0.859714632838514
22,18,507,corrected,0.25,0,0.868313921271632
22,18,507,corrected,0.25,-1,0.878931792539649
22,19,829,original,0.75,1,0.801616514226437
22,19,829,original,0.75,2,0.800000674543594
22,19,829,original,0.75,3,0.804578438309082
22,19,829,original,0.75,4,0.80434754362799
22,19,829,original,0.75,5,0.802226952125651
22,19,829,original,0.75,6,0.801781665614291
22,19,829,original,0.75,7,0.799659491488423
22,19,829,original,0.75,8,0.799723454828199
22,19,829,original,0.75,0,0.804851636695842
22,19,829,original,0.75,-1,0.810446013654369
22,19,829,original,0.5,1,0.733418560686299
22,19,829,original,0.5,2,0.730478874142407
22,19,829,original,0.5,3,0.737670038573419
22,19,829,original,0.5,4,0.717264724951168
22,19,829,original,0.5,5,0.737255840526164
22,19,829,original,0.5,6,0.731018472665277
22,19,829,original,0.5,7,0.726541590349855
22,19,829,original,0.5,8,0.723685129617258
22,19,829,original,0.5,0,0.727697997682242
22,19,829,original,0.5,-1,0.741818566506469
22,19,829,original,0.25,1,0.684378842621323
22,19,829,original,0.25,2,0.687350787559873
22,19,829,original,0.25,3,0.688623850414598
22,19,829,original,0.25,4,0.662061946026399
22,19,829,original,0.25,5,0.68884733808593
22,19,829,original,0.25,6,0.684234008731045
22,19,829,original,0.25,7,0.684559800473731
22,19,829,original,0.25,8,0.681668881525924
22,19,829,original,0.25,0,0.672755473629542
22,19,829,original,0.25,-1,0.691657991362732
22,19,829,corrected,0.75,1,0.81433988009673
22,19,829,corrected,0.75,2,0.805364677258852
22,19,829,corrected,0.75,3,0.798522543466624
22,19,829,corrected,0.75,4,0.819028949795986
22,19,829,corrected,0.75,5,0.801066012396091
22,19,829,corrected,0.75,6,0.806242101067049
22,19,829,corrected,0.75,7,0.803689857523716
22,19,829,corrected,0.75,8,0.803739138034334
22,19,829,corrected,0.75,0,0.807902628973731
22,19,829,corrected,0.75,-1,0.815018553021217
22,19,829,corrected,0.5,1,0.753483462837513
22,19,829,corrected,0.5,2,0.745146612613996
22,19,829,corrected,0.5,3,0.743717727795758
22,19,829,corrected,0.5,4,0.757371956663087
22,19,829,corrected,0.5,5,0.740303534261725
22,19,829,corrected,0.5,6,0.751864088727398
22,19,829,corrected,0.5,7,0.744392363190871
22,19,829,corrected,0.5,8,0.743099916665466
22,19,829,corrected,0.5,0,0.743193425093136
22,19,829,corrected,0.5,-1,0.759429446507592
22,19,829,corrected,0.25,1,0.717127955679203
22,19,829,corrected,0.25,2,0.707802591376379
22,19,829,corrected,0.25,3,0.715094509551689
22,19,829,corrected,0.25,4,0.714538514011998
22,19,829,corrected,0.25,5,0.706065588047127
22,19,829,corrected,0.25,6,0.713945824356207
22,19,829,corrected,0.25,7,0.711554870924435
22,19,829,corrected,0.25,8,0.706020626608315
22,19,829,corrected,0.25,0,0.701487250965966
22,19,829,corrected,0.25,-1,0.721513734594579
22,20,769,original,0.75,1,0.933239718482614
22,20,769,original,0.75,2,0.930123213360315
22,20,769,original,0.75,3,0.93530741465509
22,20,769,original,0.75,4,0.94216468652679
22,20,769,original,0.75,5,0.940459067649277
22,20,769,original,0.75,6,0.937226943603746
22,20,769,original,0.75,7,0.941923784332134
22,20,769,original,0.75,8,0.938531342177851
22,20,769,original,0.75,0,0.945295214646439
22,20,769,original,0.75,-1,0.944401656760926
22,20,769,original,0.5,1,0.874909633764688
22,20,769,original,0.5,2,0.871313042649908
22,20,769,original,0.5,3,0.886576431590422
22,20,769,original,0.5,4,0.894286183164553
22,20,769,original,0.5,5,0.892880185243025
22,20,769,original,0.5,6,0.887667962079677
22,20,769,original,0.5,7,0.890053597157158
22,20,769,original,0.5,8,0.888940802945214
22,20,769,original,0.5,0,0.895169799341806
22,20,769,original,0.5,-1,0.898566230573127
22,20,769,original,0.25,1,0.822696304541011
22,20,769,original,0.25,2,0.817271377787084
22,20,769,original,0.25,3,0.832788047564416
22,20,769,original,0.25,4,0.842678727067424
22,20,769,original,0.25,5,0.839954925472138
22,20,769,original,0.25,6,0.839281482131888
22,20,769,original,0.25,7,0.837928900899976
22,20,769,original,0.25,8,0.838923540330776
22,20,769,original,0.25,0,0.834398039697327
22,20,769,original,0.25,-1,0.847700682894794
22,20,769,corrected,0.75,1,0.936355170051568
22,20,769,corrected,0.75,2,0.941463368659053
22,20,769,corrected,0.75,3,0.937779323878969
22,20,769,corrected,0.75,4,0.934369007533961
22,20,769,corrected,0.75,5,0.936579352961473
22,20,769,corrected,0.75,6,0.937901933791666
22,20,769,corrected,0.75,7,0.941916547084955
22,20,769,corrected,0.75,8,0.940371503157874
22,20,769,corrected,0.75,0,0.946811375628162
22,20,769,corrected,0.75,-1,0.946729419716281
22,20,769,corrected,0.5,1,0.891119068227755
22,20,769,corrected,0.5,2,0.894151815177754
22,20,769,corrected,0.5,3,0.889687295709531
22,20,769,corrected,0.5,4,0.881187569648348
22,20,769,corrected,0.5,5,0.888856976409235
22,20,769,corrected,0.5,6,0.891297816503747
22,20,769,corrected,0.5,7,0.892514256616433
22,20,769,corrected,0.5,8,0.893225985551378
22,20,769,corrected,0.5,0,0.903378310707868
22,20,769,corrected,0.5,-1,0.905676030285697
22,20,769,corrected,0.25,1,0.854594587747852
22,20,769,corrected,0.25,2,0.852394146404776
22,20,769,corrected,0.25,3,0.850240867114864
22,20,769,corrected,0.25,4,0.839204568414235
22,20,769,corrected,0.25,5,0.846450030672586
22,20,769,corrected,0.25,6,0.850597342200235
22,20,769,corrected,0.25,7,0.845240698456726
22,20,769,corrected,0.25,8,0.85114460924615
22,20,769,corrected,0.25,0,0.855836454465663
22,20,769,corrected,0.25,-1,0.86264202520061
22,21,571,original,0.75,1,0.877305539885498
22,21,571,original,0.75,2,0.888717827145482
22,21,571,original,0.75,3,0.897578597242766
22,21,571,original,0.75,4,0.879857445883608
22,21,571,original,0.75,5,0.884816458926759
22,21,571,original,0.75,6,0.882274684130081
22,21,571,original,0.75,7,0.89328439965303
22,21,571,original,0.75,8,0.876302059072269
22,21,571,original,0.75,0,0.916286934859485
22,21,571,original,0.75,-1,0.908998036306582
22,21,571,original,0.5,1,0.822668973322706
22,21,571,original,0.5,2,0.845052678492819
22,21,571,original,0.5,3,0.843927979563735
22,21,571,original,0.5,4,0.824899050238982
22,21,571,original,0.5,5,0.83052642158674
22,21,571,original,0.5,6,0.826818682008161
22,21,571,original,0.5,7,0.840820566150236
22,21,571,original,0.5,8,0.829912798325701
22,21,571,original,0.5,0,0.8668309884197
22,21,571,original,0.5,-1,0.85458122872393
22,21,571,original,0.25,1,0.792630802786358
22,21,571,original,0.25,2,0.816858362885947
22,21,571,original,0.25,3,0.806496963504527
22,21,571,original,0.25,4,0.803289320541266
22,21,571,original,0.25,5,0.809148734442749
22,21,571,original,0.25,6,0.794803668779822
22,21,571,original,0.25,7,0.803096885369145
22,21,571,original,0.25,8,0.81601104901638
22,21,571,original,0.25,0,0.824498193984784
22,21,571,original,0.25,-1,0.818151528023071
22,21,571,corrected,0.75,1,0.902247114477409
22,21,571,corrected,0.75,2,0.89965458133151
22,21,571,corrected,0.75,3,0.885858079837988
22,21,571,corrected,0.75,4,0.894136364310072
22,21,571,corrected,0.75,5,0.905251638125897
22,21,571,corrected,0.75,6,0.909887808906679
22,21,571,corrected,0.75,7,0.905815229880293
22,21,571,corrected,0.75,8,0.883786941602693
22,21,571,corrected,0.75,0,0.918346626868824
22,21,571,corrected,0.75,-1,0.916589892188178
22,21,571,corrected,0.5,1,0.861126254370516
22,21,571,corrected,0.5,2,0.854669808179084
22,21,571,corrected,0.5,3,0.846585551198766
22,21,571,corrected,0.5,4,0.85261684305481
22,21,571,corrected,0.5,5,0.864641770468705
22,21,571,corrected,0.5,6,0.868369489734175
22,21,571,corrected,0.5,7,0.867072137772115
22,21,571,corrected,0.5,8,0.845001639559577
22,21,571,corrected,0.5,0,0.878310548199957
22,21,571,corrected,0.5,-1,0.871518897172469
22,21,571,corrected,0.25,1,0.842636484911499
22,21,571,corrected,0.25,2,0.836669609609714
22,21,571,corrected,0.25,3,0.832671932091803
22,21,571,corrected,0.25,4,0.837435299248032
22,21,571,corrected,0.25,5,0.840891726009736
22,21,571,corrected,0.25,6,0.840576693888095
22,21,571,corrected,0.25,7,0.844806825209867
22,21,571,corrected,0.25,8,0.834466499054665
22,21,571,corrected,0.25,0,0.848734100714687
22,21,571,corrected,0.25,-1,0.843549257571609
22,22,875,original,0.75,1,0.67978582980765
22,22,875,original,0.75,2,0.666272878550528
22,22,875,original,0.75,3,0.657515119111629
22,22,875,original,0.75,4,0.652984661444953
22,22,875,original,0.75,5,0.654392803936115
22,22,875,original,0.75,6,0.654739779280691
22,22,875,original,0.75,7,0.690451624738022
22,22,875,original,0.75,8,0.682145082388202
22,22,875,original,0.75,0,0.680680094983473
22,22,875,original,0.75,-1,0.690182128412409
22,22,875,original,0.5,1,0.645947721196785
22,22,875,original,0.5,2,0.633213331287578
22,22,875,original,0.5,3,0.613272729975956
22,22,875,original,0.5,4,0.613984723168151
22,22,875,original,0.5,5,0.62884701191337
22,22,875,original,0.5,6,0.638974866188482
22,22,875,original,0.5,7,0.638448863233982
22,22,875,original,0.5,8,0.639343477851797
22,22,875,original,0.5,0,0.618985762356071
22,22,875,original,0.5,-1,0.629867350446919
22,22,875,original,0.25,1,0.597567484467132
22,22,875,original,0.25,2,0.58475352188821
22,22,875,original,0.25,3,0.571508586754181
22,22,875,original,0.25,4,0.570770887809725
22,22,875,original,0.25,5,0.580612821222741
22,22,875,original,0.25,6,0.594862634503989
22,22,875,original,0.25,7,0.59272891955992
22,22,875,original,0.25,8,0.59333034961102
22,22,875,original,0.25,0,0.56063146317033
22,22,875,original,0.25,-1,0.58026326181673
22,22,875,corrected,0.75,1,0.669242772714299
22,22,875,corrected,0.75,2,0.670111081627973
22,22,875,corrected,0.75,3,0.672165053016765
22,22,875,corrected,0.75,4,0.683749574838806
22,22,875,corrected,0.75,5,0.637550666253867
22,22,875,corrected,0.75,6,0.6795360086792
22,22,875,corrected,0.75,7,0.681676514858107
22,22,875,corrected,0.75,8,0.665977969997702
22,22,875,corrected,0.75,0,0.68346188506359
22,22,875,corrected,0.75,-1,0.693243118804517
22,22,875,corrected,0.5,1,0.634883671574774
22,22,875,corrected,0.5,2,0.644170069852807
22,22,875,corrected,0.5,3,0.638042036222214
22,22,875,corrected,0.5,4,0.638288509078798
22,22,875,corrected,0.5,5,0.629651438997659
22,22,875,corrected,0.5,6,0.644930146877427
22,22,875,corrected,0.5,7,0.648733630122846
22,22,875,corrected,0.5,8,0.634769108274895
22,22,875,corrected,0.5,0,0.636306588394449
22,22,875,corrected,0.5,-1,0.644382208917163
22,22,875,corrected,0.25,1,0.609500066302041
22,22,875,corrected,0.25,2,0.616649880080479
22,22,875,corrected,0.25,3,0.609108970445651
22,22,875,corrected,0.25,4,0.606998670909536
22,22,875,corrected,0.25,5,0.607203464600271
22,22,875,corrected,0.25,6,0.614138794373584
22,22,875,corrected,0.25,7,0.617119313996273
22,22,875,corrected,0.25,8,0.609259531493177
22,22,875,corrected,0.25,0,0.5980153541487
22,22,875,corrected,0.25,-1,0.608395039957314
22,23,712,original,0.75,1,0.71568010053231
22,23,712,original,0.75,2,0.714904673443724
22,23,712,original,0.75,3,0.711809434839495
22,23,712,original,0.75,4,0.71640229985215
22,23,712,original,0.75,5,0.713021044036856
22,23,712,original,0.75,6,0.715514369657169
22,23,712,original,0.75,7,0.703819498418889
22,23,712,original,0.75,8,0.707639728692253
22,23,712,original,0.75,0,0.714370124552924
22,23,712,original,0.75,-1,0.723231809448948
22,23,712,original,0.5,1,0.66139549359214
22,23,712,original,0.5,2,0.66418464970204
22,23,712,original,0.5,3,0.661496687627364
22,23,712,original,0.5,4,0.674513070589009
22,23,712,original,0.5,5,0.669006432078643
22,23,712,original,0.5,6,0.670697951064323
22,23,712,original,0.5,7,0.652453873178283
22,23,712,original,0.5,8,0.656067675983151
22,23,712,original,0.5,0,0.664007391927729
22,23,712,original,0.5,-1,0.672061246848375
22,23,712,original,0.25,1,0.651328321710015
22,23,712,original,0.25,2,0.658125961295609
22,23,712,original,0.25,3,0.655156955623781
22,23,712,original,0.25,4,0.667887352919245
22,23,712,original,0.25,5,0.66356187656667
22,23,712,original,0.25,6,0.662974355588385
22,23,712,original,0.25,7,0.646066378670173
22,23,712,original,0.25,8,0.649255817132994
22,23,712,original,0.25,0,0.650614436608161
22,23,712,original,0.25,-1,0.653657763580348
22,23,712,corrected,0.75,1,0.707043332934663
22,23,712,corrected,0.75,2,0.716110844018775
22,23,712,corrected,0.75,3,0.724551208521031
22,23,712,corrected,0.75,4,0.721051904728308
22,23,712,corrected,0.75,5,0.716312604927918
22,23,712,corrected,0.75,6,0.716061422767359
22,23,712,corrected,0.75,7,0.717815885827179
22,23,712,corrected,0.75,8,0.724857032420122
22,23,712,corrected,0.75,0,0.717477622939332
22,23,712,corrected,0.75,-1,0.727018580695627
22,23,712,corrected,0.5,1,0.658354711874655
22,23,712,corrected,0.5,2,0.676577190796296
22,23,712,corrected,0.5,3,0.679483318494086
22,23,712,corrected,0.5,4,0.671861159878754
22,23,712,corrected,0.5,5,0.671700410313561
22,23,712,corrected,0.5,6,0.666634881501739
22,23,712,corrected,0.5,7,0.675205617225448
22,23,712,corrected,0.5,8,0.688014045923459
22,23,712,corrected,0.5,0,0.671354404337071
22,23,712,corrected,0.5,-1,0.681985439931938
22,23,712,corrected,0.25,1,0.658762177408475
22,23,712,corrected,0.25,2,0.674035682268842
22,23,712,corrected,0.25,3,0.672945308359109
22,23,712,corrected,0.25,4,0.668421738069016
22,23,712,corrected,0.25,5,0.670337513906026
22,23,712,corrected,0.25,6,0.662939483679363
22,23,712,corrected,0.25,7,0.674657885722778
22,23,712,corrected,0.25,8,0.685107550582651
22,23,712,corrected,0.25,0,0.665462845628936
22,23,712,corrected,0.25,-1,0.67153172460271
22,24,552,original,0.75,1,0.909431459312506
22,24,552,original,0.75,2,0.910419277497123
22,24,552,original,0.75,3,0.907865800461483
22,24,552,original,0.75,4,0.923352218299128
22,24,552,original,0.75,5,0.9141899825117
22,24,552,original,0.75,6,0.916089677640115
22,24,552,original,0.75,7,0.918490047089209
22,24,552,original,0.75,8,0.899425906435197
22,24,552,original,0.75,0,0.927379221434861
22,24,552,original,0.75,-1,0.925718504642457
22,24,552,original,0.5,1,0.865942979935114
22,24,552,original,0.5,2,0.871930363802024
22,24,552,original,0.5,3,0.858595616243525
22,24,552,original,0.5,4,0.88224301177582
22,24,552,original,0.5,5,0.870837534283058
22,24,552,original,0.5,6,0.875125235486075
22,24,552,original,0.5,7,0.871500914785175
22,24,552,original,0.5,8,0.844869856684337
22,24,552,original,0.5,0,0.881388257194835
22,24,552,original,0.5,-1,0.888195598986486
22,24,552,original,0.25,1,0.841251637913324
22,24,552,original,0.25,2,0.842288865244684
22,24,552,original,0.25,3,0.824566895482745
22,24,552,original,0.25,4,0.849906605089737
22,24,552,original,0.25,5,0.838352065075609
22,24,552,original,0.25,6,0.844438773500808
22,24,552,original,0.25,7,0.834854975854809
22,24,552,original,0.25,8,0.814497614114938
22,24,552,original,0.25,0,0.838277790710394
22,24,552,original,0.25,-1,0.855292341508582
22,24,552,corrected,0.75,1,0.916835017763827
22,24,552,corrected,0.75,2,0.910803750304291
22,24,552,corrected,0.75,3,0.917898872033402
22,24,552,corrected,0.75,4,0.919140610065573
22,24,552,corrected,0.75,5,0.914205693493803
22,24,552,corrected,0.75,6,0.914385878383463
22,24,552,corrected,0.75,7,0.915359321008744
