chr,block_id,w_eur,af_bin,m_bin,af_bin_lo,af_bin_hi,delta,r2_l0,r2_l1,diff
22,6,0.75,1,160,0.00115186221367372,0.0750713994288046,0.001,0.836104072666786,0.834993432632857,-0.00111064003392891
22,6,0.75,1,160,0.00115186221367372,0.0750713994288046,0.01,0.827288562446313,0.826376519260938,-0.0009120431853753
22,6,0.75,1,160,0.00115186221367372,0.0750713994288046,0.1,0.831775453771948,0.831491191162701,-0.000284262609246633
22,6,0.75,2,160,0.0750713994288046,0.21515744302617,0.001,0.762898024774315,0.762154262148358,-0.000743762625957101
22,6,0.75,2,160,0.0750713994288046,0.21515744302617,0.01,0.767191113017239,0.765879590971138,-0.00131152204610052
22,6,0.75,2,160,0.0750713994288046,0.21515744302617,0.1,0.770677141338805,0.767848919422392,-0.00282822191641308
22,6,0.75,3,160,0.21515744302617,0.738850760622487,0.001,0.815331208675935,0.811551707563447,-0.00377950111248782
22,6,0.75,3,160,0.21515744302617,0.738850760622487,0.01,0.822428080920299,0.818468333713589,-0.00395974720670977
22,6,0.75,3,160,0.21515744302617,0.738850760622487,0.1,0.822652378349361,0.818368911789926,-0.00428346655943523
22,6,0.5,1,160,0.00115186221367372,0.0750713994288046,0.001,0.649090885699777,0.648611950467263,-0.000478935232514299
22,6,0.5,1,160,0.00115186221367372,0.0750713994288046,0.01,0.639107029697138,0.638377094408391,-0.000729935288746542
22,6,0.5,1,160,0.00115186221367372,0.0750713994288046,0.1,0.645305820937652,0.644992387217994,-0.000313433719657419
22,6,0.5,2,160,0.0750713994288046,0.21515744302617,0.001,0.56319946726801,0.561166648873737,-0.00203281839427238
22,6,0.5,2,160,0.0750713994288046,0.21515744302617,0.01,0.583637138260594,0.58028139616664,-0.00335574209395384
22,6,0.5,2,160,0.0750713994288046,0.21515744302617,0.1,0.601447146583058,0.594261375021624,-0.00718577156143463
22,6,0.5,3,160,0.21515744302617,0.738850760622487,0.001,0.70751865231477,0.706863231163414,-0.000655421151356084
22,6,0.5,3,160,0.21515744302617,0.738850760622487,0.01,0.707487894549822,0.707217765733093,-0.000270128816729387
22,6,0.5,3,160,0.21515744302617,0.738850760622487,0.1,0.700253502241761,0.704757804133553,0.00450430189179207
