chr,block_id,m,w_eur,candidate,delta,r2_pre,r2_post
22,20,769,0.75,EUR,0.01,0.917988493811429,0.918761299498312
22,20,769,0.75,EUR,0.1,0.943304584696477,0.943283107301326
22,20,769,0.75,AFR,0.001,0.045954405902492,0.423360634588892
22,20,769,0.75,AFR,0.01,0.666230052582802,0.641641231503674
22,20,769,0.75,AFR,0.1,0.738160634434787,0.73253282019627
22,20,769,0.5,MELD_lambda0,0.001,0.808860750802595,0.758891538886977
22,20,769,0.5,MELD_lambda0,0.01,0.851945884536447,0.850707762813008
22,20,769,0.5,MELD_lambda0,0.1,0.88001676928882,0.879414009995588
22,20,769,0.5,MELD_lambda1,0.001,0.804315783488019,0.786623014307948
22,20,769,0.5,MELD_lambda1,0.01,0.856900662489679,0.859410568069409
22,20,769,0.5,MELD_lambda1,0.1,0.889601440672491,0.888619806752007
22,20,769,0.5,EUR,0.001,0.00448893198966365,0.540614778350666
22,20,769,0.5,EUR,0.01,0.784517040639869,0.774840157761067
22,20,769,0.5,EUR,0.1,0.834711988911421,0.849202532870907
22,20,769,0.5,AFR,0.001,0.0243108410848496,0.346516974912471
22,20,769,0.5,AFR,0.01,0.606194175607259,0.585192428520385
22,20,769,0.5,AFR,0.1,0.680391958250429,0.679354344373721
22,20,769,0.5,MELD_pooled,0.001,0.737222284790605,0.64438525227443
22,20,769,0.5,MELD_pooled,0.01,0.859579703824536,0.849862896545903
22,20,769,0.5,MELD_pooled,0.1,0.88611751164026,0.890980956975448
22,20,769,0.25,MELD_lambda0,0.001,0.680376909505838,0.576485119889578
22,20,769,0.25,MELD_lambda0,0.01,0.743776834066702,0.739701125661342
22,20,769,0.25,MELD_lambda0,0.1,0.67670165892312,0.792202714973181
22,20,769,0.25,MELD_lambda1,0.001,0.686029094544944,0.64275343648453
22,20,769,0.25,MELD_lambda1,0.01,0.765101773586141,0.766633058065737
22,20,769,0.25,MELD_lambda1,0.1,0.811627794447425,0.812819880285086
22,20,769,0.25,EUR,0.001,0.000219329512241425,0.366575720582471
22,20,769,0.25,EUR,0.01,0.651334866233098,0.622684752702987
22,20,769,0.25,EUR,0.1,0.677829072584308,0.732210046707524
22,20,769,0.25,AFR,0.001,0.0181345731855716,0.303191772975693
22,20,769,0.25,AFR,0.01,0.550759076724244,0.54208751239762
22,20,769,0.25,AFR,0.1,0.635223664876232,0.638144669821943
22,21,571,0.75,MELD_lambda0,0.001,0.860749674971819,0.809794020569576
22,21,571,0.75,MELD_lambda0,0.01,0.905517110032399,0.893911407242635
22,21,571,0.75,MELD_lambda0,0.1,0.896710456599111,0.893522264176601
22,21,571,0.75,MELD_lambda1,0.001,0.919410639976821,0.842097920275705
22,21,571,0.75,MELD_lambda1,0.01,0.921816320530714,0.909578895929232
22,21,571,0.75,MELD_lambda1,0.1,0.894127957684651,0.891565125313728
22,21,571,0.75,EUR,0.001,0.440174263417328,0.679132457625517
22,21,571,0.75,EUR,0.01,0.808314808009992,0.806733502653019
22,21,571,0.75,EUR,0.1,0.826441974507895,0.82036001918292
22,21,571,0.75,AFR,0.001,0.452500205808227,0.270041202103712
22,21,571,0.75,AFR,0.01,0.599728179972061,0.538346063625292
22,21,571,0.75,AFR,0.1,0.664873710843239,0.641118016316953
22,21,571,0.5,MELD_lambda0,0.001,0.876934219090946,0.770402914224813
22,21,571,0.5,MELD_lambda0,0.01,0.884220340379779,0.870355393421594
22,21,571,0.5,MELD_lambda0,0.1,0.874638181589423,0.871515731860578
22,21,571,0.5,MELD_lambda1,0.001,0.887408153253518,0.765949620880551
22,21,571,0.5,MELD_lambda1,0.01,0.889451984579226,0.870665839485914
22,21,571,0.5,MELD_lambda1,0.1,0.866658209896382,0.863042216918748
22,21,571,0.5,EUR,0.001,0.174709413833564,0.436946600452991
22,21,571,0.5,EUR,0.01,0.665843319073088,0.671142494314297
22,21,571,0.5,EUR,0.1,0.758638471454981,0.747040832075491
22,21,571,0.5,AFR,0.001,0.532161102752701,0.405014180543302
22,21,571,0.5,AFR,0.01,0.669882121042896,0.632473614856543
22,21,571,0.5,AFR,0.1,0.725164312227586,0.711725418431118
22,21,571,0.5,MELD_pooled,0.001,0.886367901282867,0.746384085432969
22,21,571,0.5,MELD_pooled,0.01,0.883391784739029,0.86824215519616
22,21,571,0.5,MELD_pooled,0.1,0.865516882415146,0.862494653182536
22,21,571,0.25,MELD_lambda0,0.001,0.848497111945571,0.734948188793316
22,21,571,0.25,MELD_lambda0,0.01,0.859197128117434,0.844057957518598
22,21,571,0.25,MELD_lambda0,0.1,0.853674647035753,0.850425228617612
22,21,571,0.25,MELD_lambda1,0.001,0.853371229353794,0.711987836853659
22,21,571,0.25,MELD_lambda1,0.01,0.860489671693079,0.840240135331991
22,21,571,0.25,MELD_lambda1,0.1,0.850936909719114,0.846613741186646
22,21,571,0.25,EUR,0.001,0.116575256531333,0.323377404097249
22,21,571,0.25,EUR,0.01,0.5806136842569,0.586900220670378
22,21,571,0.25,EUR,0.1,0.730294699363781,0.713640206970478
22,21,571,0.25,AFR,0.001,0.600558398020453,0.525850876471924
22,21,571,0.25,AFR,0.01,0.714172810121147,0.696610662876723
22,21,571,0.25,AFR,0.1,0.760079994441886,0.754073067291007
22,22,875,0.75,MELD_lambda0,0.001,0.429464181813337,0.663470939017587
22,22,875,0.75,MELD_lambda0,0.01,0.854096776220795,0.839145463268626
22,22,875,0.75,MELD_lambda0,0.1,0.687297450920044,0.880741035228296
22,22,875,0.75,MELD_lambda1,0.001,0.555613420163699,0.699900270600994
22,22,875,0.75,MELD_lambda1,0.01,0.853599080976367,0.847971456315804
22,22,875,0.75,MELD_lambda1,0.1,0.823842594908232,0.881194809135519
22,22,875,0.75,EUR,0.001,0.0749840304298105,0.392964512741924
22,22,875,0.75,EUR,0.01,0.662042337368229,0.649803244746478
22,22,875,0.75,EUR,0.1,0.654118332613831,0.738206622299692
22,22,875,0.75,AFR,0.001,0.0154992972679516,0.373674187369851
22,22,875,0.75,AFR,0.01,0.604588558415383,0.589241820705222
22,22,875,0.75,AFR,0.1,0.702530765342967,0.704598000705314
22,22,875,0.5,MELD_lambda0,0.001,0.281095546025874,0.521510968247179
22,22,875,0.5,MELD_lambda0,0.01,0.75331901471366,0.735566298907332
22,22,875,0.5,MELD_lambda0,0.1,0.29845919714981,0.801095946221415
22,22,875,0.5,MELD_lambda1,0.001,0.552641205613177,0.545141293076366
22,22,875,0.5,MELD_lambda1,0.01,0.752737267662771,0.757461435133426
22,22,875,0.5,MELD_lambda1,0.1,0.246902481597238,0.817321320664111
22,22,875,0.5,EUR,0.001,0.0707214824564131,0.359853551755178
22,22,875,0.5,EUR,0.01,0.545463850346302,0.543610185199437
22,22,875,0.5,EUR,0.1,0.490888150791041,0.584989888408943
22,22,875,0.5,AFR,0.001,0.00505016816702449,0.418495597668315
22,22,875,0.5,AFR,0.01,0.586278995396354,0.603054054579488
22,22,875,0.5,AFR,0.1,0.676670091605868,0.683542216540063
22,22,875,0.5,MELD_pooled,0.001,0.697934352815183,0.632588100514894
22,22,875,0.5,MELD_pooled,0.01,0.334112788259736,0.731400887574541
22,22,875,0.5,MELD_pooled,0.1,0.685416957192183,0.808982230963155
22,22,875,0.25,MELD_lambda0,0.001,0.373904443044047,0.411006036103108
22,22,875,0.25,MELD_lambda0,0.01,0.713787193264129,0.697882195349169
22,22,875,0.25,MELD_lambda0,0.1,0.686172383384737,0.769519935392009
22,22,875,0.25,MELD_lambda1,0.001,0.515069590545958,0.437224609236226
22,22,875,0.25,MELD_lambda1,0.01,0.720847413448146,0.726833776927389
22,22,875,0.25,MELD_lambda1,0.1,0.707042148353728,0.789827012288292
22,22,875,0.25,EUR,0.001,0.0657850143645865,0.353767032469091
22,22,875,0.25,EUR,0.01,0.498524597387787,0.506161469769844
22,22,875,0.25,EUR,0.1,0.430292620076548,0.524368619898676
22,22,875,0.25,AFR,0.001,0.00227016352279216,0.412234528008596
22,22,875,0.25,AFR,0.01,0.55213082706812,0.597914411864651
22,22,875,0.25,AFR,0.1,0.670566950929861,0.680875459976038
22,23,712,0.75,MELD_lambda0,0.001,0.590676966178817,0.608062984316943
22,23,712,0.75,MELD_lambda0,0.01,0.644449171523795,0.68336877190236
22,23,712,0.75,MELD_lambda0,0.1,0.670484395074606,0.669472269035356
22,23,712,0.75,MELD_lambda1,0.001,0.600367632731213,0.626091182565958
22,23,712,0.75,MELD_lambda1,0.01,0.624958052643672,0.684520375557849
22,23,712,0.75,MELD_lambda1,0.1,0.663930058743107,0.662776746011197
22,23,712,0.75,EUR,0.001,0.084109612134507,0.351655934774021
22,23,712,0.75,EUR,0.01,0.0922959120813353,0.531916767915486
22,23,712,0.75,EUR,0.1,0.579393233935494,0.58073720839573
22,23,712,0.75,AFR,0.001,0.0243806821424024,0.102298561552274
22,23,712,0.75,AFR,0.01,0.27194079486838,0.268604713168642
22,23,712,0.75,AFR,0.1,0.401159294435491,0.400968900408038
22,23,712,0.5,MELD_lambda0,0.001,0.139581416980202,0.558285818285563
22,23,712,0.5,MELD_lambda0,0.01,0.658485808508265,0.657601406727555
22,23,712,0.5,MELD_lambda0,0.1,0.651911596994116,0.651658046634943
22,23,712,0.5,MELD_lambda1,0.001,0.0841695349144354,0.584489101548434
22,23,712,0.5,MELD_lambda1,0.01,0.676698632820415,0.673610326975166
22,23,712,0.5,MELD_lambda1,0.1,0.673430114827249,0.673181071068246
22,23,712,0.5,EUR,0.001,0.0296519274845245,0.141386459714979
22,23,712,0.5,EUR,0.01,0.0567073906273899,0.319154510814177
22,23,712,0.5,EUR,0.1,0.410402587825671,0.410825492621788
22,23,712,0.5,AFR,0.001,0.0936295714262095,0.230741355474817
22,23,712,0.5,AFR,0.01,0.390705058651686,0.381808263719793
22,23,712,0.5,AFR,0.1,0.468975814173589,0.468427099776215
22,23,712,0.5,MELD_pooled,0.001,0.562624318870451,0.607919294173517
22,23,712,0.5,MELD_pooled,0.01,0.116792097543375,0.694844000767997
22,23,712,0.5,MELD_pooled,0.1,0.687513683483757,0.686412701551089
22,23,712,0.25,MELD_lambda0,0.001,0.529817039189423,0.526655422646981
22,23,712,0.25,MELD_lambda0,0.01,0.620881073633149,0.620892332702229
22,23,712,0.25,MELD_lambda0,0.1,0.646300137992966,0.646300631441017
22,23,712,0.25,MELD_lambda1,0.001,0.546142049127689,0.547107062468636
22,23,712,0.25,MELD_lambda1,0.01,0.639616923304478,0.639596569067932
22,23,712,0.25,MELD_lambda1,0.1,0.675696522553463,0.675696050225003
22,23,712,0.25,EUR,0.001,0.0145501861065924,0.087391267513904
22,23,712,0.25,EUR,0.01,0.050476814784292,0.255134140523827
22,23,712,0.25,EUR,0.1,0.35179836356148,0.35252680480968
22,23,712,0.25,AFR,0.001,0.166267807343638,0.338814924348758
22,23,712,0.25,AFR,0.01,0.476183507444981,0.465589852155725
22,23,712,0.25,AFR,0.1,0.529024275083635,0.528379213419006
22,24,552,0.75,MELD_lambda0,0.001,0.922173908506987,0.923709844114793
22,24,552,0.75,MELD_lambda0,0.01,0.922439050161192,0.92245456285583
22,24,552,0.75,MELD_lambda0,0.1,0.910351587196005,0.910350679780553
22,24,552,0.75,MELD_lambda1,0.001,0.888800445495108,0.889320848530168
22,24,552,0.75,MELD_lambda1,0.01,0.900839901815798,0.900822753264055
22,24,552,0.75,MELD_lambda1,0.1,0.901300523498807,0.901297854622216
22,24,552,0.75,EUR,0.001,0.111041025212206,0.493301633813362
22,24,552,0.75,EUR,0.01,0.7431422244968,0.746694784901948
22,24,552,0.75,EUR,0.1,0.815906950299973,0.81595864753208
22,24,552,0.75,AFR,0.001,0.459206686245538,0.497007426010229
22,24,552,0.75,AFR,0.01,0.630023924278899,0.631842969281037
22,24,552,0.75,AFR,0.1,0.743648471089057,0.743566639223343
22,24,552,0.5,MELD_lambda0,0.001,0.820231935715944,0.822477099691083
22,24,552,0.5,MELD_lambda0,0.01,0.839421193807112,0.83954034974951
22,24,552,0.5,MELD_lambda0,0.1,0.832866348553276,0.832863202411692
22,24,552,0.5,MELD_lambda1,0.001,0.781046712354672,0.780219954244067
22,24,552,0.5,MELD_lambda1,0.01,0.814946405149232,0.81486957760945
22,24,552,0.5,MELD_lambda1,0.1,0.823813810778469,0.823799266104428
22,24,552,0.5,EUR,0.001,0.021477758663355,0.227287507521221
22,24,552,0.5,EUR,0.01,0.514763347164198,0.52016085704253
22,24,552,0.5,EUR,0.1,0.635522909889162,0.635481019184544
22,24,552,0.5,AFR,0.001,0.519377929504219,0.532093838123127
22,24,552,0.5,AFR,0.01,0.622711256434328,0.623677271912758
22,24,552,0.5,AFR,0.1,0.71162553791342,0.711608162640772
22,24,552,0.5,MELD_pooled,0.001,0.722614591270913,0.766688299518906
22,24,552,0.5,MELD_pooled,0.01,0.808112511919132,0.807525510973733
22,24,552,0.5,MELD_pooled,0.1,0.817652540430567,0.817608532310071
22,24,552,0.25,MELD_lambda0,0.001,0.719603850015061,0.727280135474973
22,24,552,0.25,MELD_lambda0,0.01,0.762560336541626,0.762867675862161
22,24,552,0.25,MELD_lambda0,0.1,0.772916629334446,0.772908411849989
22,24,552,0.25,MELD_lambda1,0.001,0.715250362782198,0.717329287703122
22,24,552,0.25,MELD_lambda1,0.01,0.757817329572255,0.757866990220259
22,24,552,0.25,MELD_lambda1,0.1,0.769205302448062,0.769182458748253
22,24,552,0.25,EUR,0.001,0.00231374756192775,0.155658352762764
22,24,552,0.25,EUR,0.01,0.413147602693524,0.417068252973516
22,24,552,0.25,EUR,0.1,0.534153978764227,0.533946498161267
22,24,552,0.25,AFR,0.001,0.541753260030799,0.552997650396049
22,24,552,0.25,AFR,0.01,0.618939083338094,0.622745963766685
22,24,552,0.25,AFR,0.1,0.687015852849371,0.687385871808223
