trait,delta,candidate,mean,sd,lo95,hi95
COPD,0.001,MELD_lambda1_afproj,0.857901460255054,0.0137974016475339,0.829754865800934,0.883988564840438
COPD,0.001,EUR,0.767328156498024,0.0215042614354136,0.725698686810012,0.812439920249816
COPD,0.001,EAS,0.611924531932285,0.0275183078256433,0.562010874036701,0.67171751416227
COPD,0.001,AFR,0.458351632261827,0.0315071756530447,0.399158542341126,0.524740327472953
COPD,0.001,CSA,0.708528877608035,0.0224044492119393,0.666060124733811,0.754566433719185
COPD,0.001,AMR,0.667799185912247,0.0316090028730728,0.60657059936617,0.730909770964951
COPD,0.01,MELD_lambda0_afproj,0.885654194551982,0.0109889462372101,0.862907336823044,0.906724601603957
COPD,0.01,MELD_lambda0_reportN,0.884846711215566,0.0106364842324622,0.862969398721,0.906242548655898
COPD,0.01,MELD_lambda0_equal,0.879237652777398,0.0107213737524945,0.857285156138602,0.899940833677748
COPD,0.01,MELD_lambda1_afproj,0.88299877551661,0.011096155994172,0.86105338214309,0.905249147104692
COPD,0.01,EUR,0.845003839977431,0.0138176515958799,0.818588658604539,0.872010278249609
COPD,0.01,EAS,0.751848477215244,0.0183502608947186,0.719197112203329,0.790462480661903
COPD,0.01,AFR,0.588700402232132,0.0312373169201315,0.52845076638709,0.646569150420119
COPD,0.01,CSA,0.808800450172374,0.0170381382962838,0.774349708301572,0.841346663886283
COPD,0.01,AMR,0.761408800365991,0.0251050225981026,0.714066886518792,0.811778565459865
COPD,0.1,MELD_lambda0_afproj,0.884437312609099,0.0103324711059576,0.864277550257201,0.90495389575846
COPD,0.1,MELD_lambda0_reportN,0.884116092815431,0.0104311686713009,0.863134279514554,0.904781786142797
COPD,0.1,MELD_lambda0_equal,0.879497799972707,0.00992231189960216,0.860203751681669,0.898759676249593
COPD,0.1,MELD_lambda1_afproj,0.881423410172898,0.0100617750494119,0.861524721120598,0.901569333333546
COPD,0.1,EUR,0.856606547959868,0.0125527077972891,0.832574536605023,0.881211916616957
COPD,0.1,EAS,0.782517739096225,0.0158363339808786,0.750798336637025,0.813034575161834
COPD,0.1,AFR,0.661314762276158,0.0247177516402653,0.614743088897689,0.712346792046794
COPD,0.1,CSA,0.833480476247897,0.0143966298078331,0.803516046017529,0.859499955156474
COPD,0.1,AMR,0.797474233452247,0.0189698710228023,0.759990556273956,0.834509698772736
Gout,0.001,MELD_lambda0_afproj,0.865954503961102,0.0157552164332701,0.834214740444395,0.894546846966461
Gout,0.001,MELD_lambda0_reportN,0.863694805352528,0.0159037095628804,0.830970169918367,0.891208279260474
Gout,0.001,MELD_lambda0_equal,0.863309081983199,0.014132478705879,0.832718457436595,0.888130586759026
Gout,0.001,MELD_lambda1_afproj,0.864026730016198,0.015333039752725,0.830766597195823,0.892397396230333
Gout,0.001,EUR,0.750629555656273,0.0212229200845776,0.707595003226922,0.792292594406087
Gout,0.001,EAS,0.591876934143568,0.0300210610053574,0.534973011010805,0.65124281893763
Gout,0.001,AFR,0.443829867570045,0.0297037103848501,0.38771578712447,0.506074347172254
Gout,0.001,CSA,0.694958949711882,0.0250725188570942,0.646858110707326,0.745628285398866
Gout,0.001,AMR,0.671876756401558,0.0261083576565925,0.621641953859431,0.721924938783219
Gout,0.01,MELD_lambda0_afproj,0.888827800136551,0.0104360442852906,0.86813001515197,0.908568683173258
Gout,0.01,MELD_lambda0_reportN,0.887281832472553,0.0107151039259527,0.866450085139748,0.907662614249556
Gout,0.01,MELD_lambda0_equal,0.877777993419736,0.0112787155334049,0.854141114127809,0.898889006043282
Gout,0.01,MELD_lambda1_afproj,0.886632384728283,0.0107001881821574,0.865199951460775,0.906521139774241
Gout,0.01,EUR,0.837007975035653,0.0132117426641278,0.810806975368023,0.862143617272498
Gout,0.01,EAS,0.761026746450194,0.0170651790313477,0.728357331737602,0.79542246778529
Gout,0.01,AFR,0.572698175984929,0.0337540193780791,0.505050210907642,0.63829192040198
Gout,0.01,CSA,0.798250535396742,0.0179416095715685,0.763929447034441,0.833378083483864
Gout,0.01,AMR,0.766186781928973,0.0224702815434769,0.721323939908661,0.810536533320655
Gout,0.1,MELD_lambda0_afproj,0.889302821936123,0.00933271977876045,0.871816016812372,0.907321437079209
Gout,0.1,MELD_lambda0_reportN,0.888273106816566,0.00914663205834935,0.870584206629188,0.906097786617211
Gout,0.1,MELD_lambda0_equal,0.878321958837765,0.0111341140711556,0.855854475433375,0.900249483318412
Gout,0.1,MELD_lambda1_afproj,0.886986913844313,0.00924913199280836,0.868828363250647,0.904422909668472
Gout,0.1,EUR,0.85386309050458,0.0111387997377952,0.830557444295419,0.874576393129754
Gout,0.1,EAS,0.804434343811547,0.0126859051850943,0.780427944235204,0.830644756949749
Gout,0.1,AFR,0.63931195401461,0.0300117352704736,0.581286747033555,0.698289282194816
Gout,0.1,CSA,0.829815844150016,0.0146545082468385,0.801947399644741,0.859162902241105
Gout,0.1,AMR,0.79726238580835,0.0176272703952605,0.761836669172127,0.831339514805048
HF,0.001,MELD_lambda0_afproj,0.880125842150844,0.0127135087554647,0.855379046473842,0.904879406170014
HF,0.001,MELD_lambda0_reportN,0.879943870336834,0.0123916815643876,0.856391979106322,0.905248401933575
HF,0.001,MELD_lambda0_equal,0.877261339229205,0.0110592977376504,0.855722753439769,0.898960685748667
HF,0.001,MELD_lambda1_afproj,0.880078772325274,0.0126358469132485,0.855591552009907,0.904636080924323
HF,0.001,EUR,0.800837737698925,0.0185956728573866,0.764729614811139,0.839132497711841
HF,0.001,EAS,0.592042862451146,0.0196169168687554,0.555361905699127,0.632173461665876
HF,0.001,AFR,0.521444871020017,0.0300907722839265,0.46137530050011,0.579028328716394
HF,0.001,CSA,0.731822836324038,0.0188465470699266,0.693957017968388,0.769741130358232
HF,0.001,AMR,0.70874818628496,0.0231417161302154,0.665245607658166,0.755444413656478
HF,0.01,MELD_lambda0_afproj,0.89916447659051,0.0110826622359389,0.876637234060006,0.920517122335397
HF,0.01,MELD_lambda0_reportN,0.899145465126636,0.0105627519923328,0.878344002754668,0.919581813759052
HF,0.01,MELD_lambda0_equal,0.891365723267914,0.010545837694586,0.870574006908398,0.911063669283982
HF,0.01,MELD_lambda1_afproj,0.898578851563135,0.0108150274287858,0.877075461113279,0.919848520042449
HF,0.01,EUR,0.859529062567692,0.0137090995247833,0.831605419377152,0.886208692018353
HF,0.01,EAS,0.762317167486371,0.0147465291147987,0.733095545527075,0.790899119543262
HF,0.01,AFR,0.630250234567741,0.0283104993559131,0.575041842462363,0.683688335570446
HF,0.01,CSA,0.823925271251695,0.0148955858944297,0.794666900020404,0.852762592197085
HF,0.01,AMR,0.798486560120726,0.018581682982734,0.763976963298945,0.834158456595354
HF,0.1,MELD_lambda0_afproj,0.896033400316075,0.0106179132367351,0.875740520907058,0.917247293342438
HF,0.1,MELD_lambda0_reportN,0.896020400298808,0.0105707721407988,0.874992430328931,0.916429891447143
HF,0.1,MELD_lambda0_equal,0.888462967779294,0.0101769389327097,0.867962556270385,0.907490440398578
HF,0.1,MELD_lambda1_afproj,0.89460825398615,0.0102161339630817,0.874964931113945,0.915313486377357
HF,0.1,EUR,0.868196372914557,0.0126487616664231,0.842410215445991,0.892223802119237
HF,0.1,EAS,0.800537194040954,0.0121782899986417,0.775995374027105,0.823939420150533
HF,0.1,AFR,0.677538382068635,0.0218909202492651,0.635542041271036,0.719230354591932
HF,0.1,CSA,0.838364735938114,0.0136674620323117,0.810109902720386,0.863524077054665
HF,0.1,AMR,0.820007213277245,0.0158066855902365,0.788480249248234,0.849538812775249
IPF,0.001,MELD_lambda0_afproj,0.844617237783614,0.0124074231088004,0.821151938702263,0.868357392659735
IPF,0.001,MELD_lambda0_reportN,0.842292708867799,0.0119417092801622,0.81943885824533,0.86590882932593
IPF,0.001,MELD_lambda0_equal,0.852063263710442,0.0105718516722676,0.831964956153197,0.873851152233705
IPF,0.001,MELD_lambda1_afproj,0.837727446713559,0.0130688492236679,0.812499888355811,0.863667502015896
IPF,0.001,EUR,0.764630589924466,0.0172543286873547,0.734152727440071,0.800123026486574
IPF,0.001,EAS,0.583808517982035,0.0234761136465547,0.541261871824031,0.631904069710942
IPF,0.001,AFR,0.47254140717183,0.0282982495620823,0.421051989449193,0.532187583855535
IPF,0.001,CSA,0.694790258661075,0.0258439412324432,0.644920220508258,0.749219123003294
IPF,0.001,AMR,0.673185985239169,0.025209830404806,0.62326154627809,0.725294830696378
IPF,0.01,MELD_lambda0_afproj,0.874887859065523,0.0103629873961162,0.854345103854532,0.894873574232343
IPF,0.01,MELD_lambda0_reportN,0.874230174178535,0.0102733431626726,0.85382448485745,0.895343189531597
IPF,0.01,MELD_lambda0_equal,0.868071169047952,0.00993948092443218,0.848029894655394,0.887609827449692
IPF,0.01,MELD_lambda1_afproj,0.87117725539443,0.010602535257489,0.850891124030856,0.892835930763766
IPF,0.01,EUR,0.83835978237031,0.0128947203938044,0.81323794706844,0.863945871809164
IPF,0.01,EAS,0.750662205613408,0.017367238793299,0.717466920189883,0.785844751418473
IPF,0.01,AFR,0.580926050475635,0.0265503789179197,0.532448655813855,0.634315338242469
IPF,0.01,CSA,0.793647232847254,0.0179383088364299,0.758345449556189,0.827711654867531
IPF,0.01,AMR,0.76936982064362,0.0205116812152337,0.731649823779971,0.812352862427213
IPF,0.1,MELD_lambda0_afproj,0.875009367627832,0.00974403507105071,0.856801318771244,0.894605888888665
IPF,0.1,MELD_lambda0_reportN,0.874710562619253,0.00989194424689665,0.855850387956138,0.894075053677914
IPF,0.1,MELD_lambda0_equal,0.866770224664651,0.00972710452513187,0.847418284075054,0.886032106280217
IPF,0.1,MELD_lambda1_afproj,0.871987717777764,0.00974293988393239,0.852855947559781,0.89125668671263
IPF,0.1,EUR,0.85270880665179,0.0108191748325242,0.831924468462402,0.873424210235091
IPF,0.1,EAS,0.783596688727801,0.0146957520194521,0.755246462103763,0.812483345062879
IPF,0.1,AFR,0.645088966664401,0.0197958081258538,0.607541026670175,0.685679959811409
IPF,0.1,CSA,0.819401935581496,0.0130342936500205,0.792963699362806,0.844462034048372
IPF,0.1,AMR,0.791265717803245,0.0173455827596846,0.758216891530304,0.825658025181035
Stroke,0.001,MELD_lambda0_afproj,0.879685078344442,0.0113241718164059,0.857358915328027,0.901746531047452
Stroke,0.001,MELD_lambda0_reportN,0.88029378845187,0.0108290169808217,0.859393994288154,0.901465470845132
Stroke,0.001,MELD_lambda0_equal,0.882804915167733,0.0108356229375335,0.861949701336823,0.904496215711008
Stroke,0.001,MELD_lambda1_afproj,0.881142957990926,0.0109271434185395,0.859415776053046,0.903797372151231
Stroke,0.001,EUR,0.76639920411011,0.0197906989147258,0.72684887107947,0.804153861622986
Stroke,0.001,EAS,0.716320384069507,0.0223895198424861,0.673420119232082,0.760858691138033
Stroke,0.001,AFR,0.50259568307643,0.0268553577285927,0.449178592545599,0.552716477283062
Stroke,0.001,CSA,0.756174960654784,0.0198172075954016,0.719228150015701,0.795669129998251
Stroke,0.001,AMR,0.695094158100383,0.0264293201346351,0.642791565845587,0.747737343090934
Stroke,0.01,MELD_lambda0_afproj,0.901965264095045,0.0089606082864118,0.884438864541109,0.918472269856749
Stroke,0.01,MELD_lambda0_reportN,0.901990318503007,0.00883746994761308,0.885138257004144,0.919063903920184
Stroke,0.01,MELD_lambda0_equal,0.892694967459474,0.00912787812333053,0.874386536728699,0.909976873642479
Stroke,0.01,MELD_lambda1_afproj,0.902796360521942,0.00881703883265269,0.885631529830081,0.920498226222318
Stroke,0.01,EUR,0.848185987842767,0.0139891646209517,0.820312731713991,0.872700312249142
Stroke,0.01,EAS,0.815113605245155,0.0155981087881094,0.78575834205895,0.845432198026395
Stroke,0.01,AFR,0.612432963998788,0.0279594080858949,0.55598585686306,0.666292738086824
Stroke,0.01,CSA,0.832869757590825,0.0138411617341289,0.806320574746875,0.860137354715547
Stroke,0.01,AMR,0.786206671541674,0.0195365537502743,0.750049485616439,0.825839714602164
Stroke,0.1,MELD_lambda0_afproj,0.896481049893734,0.00895041055205434,0.878815538446702,0.91341002828951
Stroke,0.1,MELD_lambda0_reportN,0.896481755029431,0.00876481603177305,0.879366172684256,0.913424215352631
Stroke,0.1,MELD_lambda0_equal,0.888489181747934,0.00916240347132099,0.869998244446164,0.906234969714857
Stroke,0.1,MELD_lambda1_afproj,0.896535287942243,0.00868745691607947,0.879537382643814,0.913243479899074
Stroke,0.1,EUR,0.859032602564365,0.0119565637479773,0.834648119075975,0.881414106051371
Stroke,0.1,EAS,0.835619331607535,0.0124883810658036,0.81186216157614,0.860722031462244
Stroke,0.1,AFR,0.665943931176949,0.0253269437282846,0.616593166942361,0.716431128095348
Stroke,0.1,CSA,0.844634159493616,0.0120177877674214,0.820651659042356,0.868127223696074
Stroke,0.1,AMR,0.8131242681002,0.0155018550151011,0.783378043663795,0.843278865167008
VTE,0.001,MELD_lambda0_afproj,0.857278252377434,0.0125991548090634,0.832352054577253,0.881270437734765
VTE,0.001,MELD_lambda0_reportN,0.856473909686585,0.0121425017351028,0.833757023908702,0.881160580761434
VTE,0.001,MELD_lambda0_equal,0.853651705660509,0.0129458053349749,0.827883691515259,0.877812979896394
VTE,0.001,MELD_lambda1_afproj,0.858703590936696,0.0117738513947604,0.835798791913097,0.881746540040153
VTE,0.001,EUR,0.789712349930512,0.017338461540263,0.757304976444175,0.824636004617067
VTE,0.001,EAS,0.555380310592101,0.0274362366989386,0.498469684711849,0.605199841482297
VTE,0.001,AFR,0.480789214273851,0.029939075672045,0.423296869312603,0.540411110498084
VTE,0.001,CSA,0.702305658237969,0.0221269059470725,0.659224605331282,0.745020235319836
VTE,0.001,AMR,0.689073157117364,0.025159481249788,0.638461569936733,0.737164538677407
VTE,0.01,MELD_lambda0_afproj,0.884202009295219,0.0101807266775921,0.863901727985838,0.903200038327893
VTE,0.01,MELD_lambda0_reportN,0.883624719220124,0.0101802454375767,0.86326168002342,0.903482583180898
VTE,0.01,MELD_lambda0_equal,0.869121876806367,0.0111874401563373,0.846253986012344,0.890179433749699
VTE,0.01,MELD_lambda1_afproj,0.885035302469278,0.0101396055784585,0.86468947698646,0.904742009252976
VTE,0.01,EUR,0.863258721651113,0.0105402439882575,0.842135406135523,0.88294472317598
VTE,0.01,EAS,0.714373483660984,0.0199641931070554,0.67533102465147,0.75229171506567
VTE,0.01,AFR,0.605785501217432,0.0275147079403375,0.553086155609416,0.658952484118652
VTE,0.01,CSA,0.805857361781051,0.0164951468394067,0.77183607083061,0.838498210178294
VTE,0.01,AMR,0.787881659866647,0.0196473508463513,0.746290253603927,0.824677865288136
VTE,0.1,MELD_lambda0_afproj,0.883794816315853,0.00962428672449139,0.8650916712127,0.902886322395088
VTE,0.1,MELD_lambda0_reportN,0.883895789930601,0.00987969105503373,0.864459277931166,0.903033346173515
VTE,0.1,MELD_lambda0_equal,0.870180500794934,0.0108511686589397,0.847777241137519,0.890804436388366
VTE,0.1,MELD_lambda1_afproj,0.88402625757861,0.00911786110676374,0.865722047323348,0.901664089377431
VTE,0.1,EUR,0.87508744624656,0.00948247503471377,0.855751389968549,0.89359521439139
VTE,0.1,EAS,0.753945640470156,0.0163699676190114,0.720023533393905,0.785459744930381
VTE,0.1,AFR,0.679109322822594,0.0228669260873955,0.636765306375834,0.724490245717698
VTE,0.1,CSA,0.829959236727872,0.0137269250977098,0.799533652227477,0.855946028689368
VTE,0.1,AMR,0.816545877358059,0.0158431623568594,0.785249740495221,0.845791078090681
